[1518, 1075]
[folio, [549.0, 112.0, 80.0, 36.0], n9z3R0efiR, 5722494]
[paragraph, [554.0, 170.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 206.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 242.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 278.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 314.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 350.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 386.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 422.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 458.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 494.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 530.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 566.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 602.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 638.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 674.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 710.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 746.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 782.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 818.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 854.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 890.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 926.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 962.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 998.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1034.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1070.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1106.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1142.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1178.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1214.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1250.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [554.0, 1286.0, 438.0, 36.0], AMsRLopFtM, 5722494]
[paragraph, [111.0, 171.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 207.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 243.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 279.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 315.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 351.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 387.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 423.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 459.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 495.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [111.0, 531.0, 432.0, 36.0], shoonya_0s0QSKRX8YFUVI, 5722494]
[paragraph, [108.0, 597.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 633.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 669.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 705.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 741.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 777.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 813.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 849.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 885.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 921.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 957.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 993.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1029.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1065.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1101.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1137.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1173.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1209.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1245.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[paragraph, [108.0, 1281.0, 436.0, 36.0], 6HmL3S-LvI, 5722494]
[folio, [247.0, 1334.0, 596.0, 36.0], shoonya_3sDYZI8NC9DYE1, 5722494]
[folio, [191.0, 1387.0, 420.0, 36.0], shoonya_5sV9KD68UYLS8Y, 5722494]
