[1298, 853]
[section-title, [300.0, 62.0, 239.0, 30.0], shoonya_1s1GTLEM422WH9, 5709964]
[paragraph, [52.0, 118.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 136.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 154.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 172.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 190.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 208.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [52.0, 226.0, 745.0, 18.0], ukW4A-rZKF, 5709964]
[paragraph, [58.0, 245.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 263.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 281.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 299.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 317.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 335.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 353.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 371.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 389.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 407.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [58.0, 425.0, 742.0, 18.0], shoonya_2s87UVSOB4KVGF, 5709964]
[paragraph, [59.0, 447.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 465.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 483.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 501.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 519.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 537.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 555.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 573.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 591.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 609.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 627.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 645.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 663.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 681.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 699.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 717.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 735.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 753.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 771.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 789.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
