[1754, 1241]
[section-title, [97.0, 106.0, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [97.0, 155.5, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [97.0, 205.0, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [97.0, 254.5, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [97.0, 304.0, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [97.0, 353.5, 430.0, 49.5], MpqsuYSKzH, 5715607]
[section-title, [575.0, 122.0, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 171.5, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 221.0, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 270.5, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 320.0, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 369.5, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 419.0, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 468.5, 555.0, 49.5], 2LgVase1-s, 5715607]
[section-title, [575.0, 518.0, 555.0, 49.5], 2LgVase1-s, 5715607]
[unordered-list, [111.0, 441.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 477.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 513.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 549.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 585.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 621.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 657.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[unordered-list, [111.0, 693.0, 400.0, 36.0], shoonya_1sBB7PK9OUREIG, 5715607]
[sub-section-title, [602.0, 623.0, 162.0, 36.0], RewbVhlYys, 5715607]
[unordered-list, [581.0, 677.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 713.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 749.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 785.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 821.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 857.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 893.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 929.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 965.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1001.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1037.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1073.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1109.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1145.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1181.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1217.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1253.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1289.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1325.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[unordered-list, [581.0, 1361.0, 571.0, 36.0], shoonya_0sKDZRJXCSN78R, 5715607]
[paragraph, [109.0, 774.0, 355.0, 36.0], shoonya_2sRTXRUXBPPSCT, 5715607]
