[2200, 1700]
[folio, [765.0, 380.0, 157.0, 36.0], rX_G8XOziE, 5732909]
[paragraph, [461.0, 477.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 513.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 549.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 585.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 621.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 657.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 693.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 729.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 765.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 801.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 837.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 873.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 909.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 945.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 981.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1017.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1053.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1089.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1125.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1161.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1197.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1233.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1269.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1305.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1341.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1377.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1413.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1449.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1485.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1521.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1557.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1593.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1629.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1665.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[paragraph, [461.0, 1701.0, 786.0, 36.0], shoonya_0sVKF8U8ER2B84, 5732909]
[footnote, [1298.0, 2038.0, 225.0, 36.0], IQkacHo40b, 5732909]
[footnote, [1298.0, 2074.0, 225.0, 36.0], IQkacHo40b, 5732909]
[folio, [796.0, 2104.0, 191.0, 36.0], 68vY360cnO, 5732909]
