[1152, 739]
[paragraph, [93.0, 176.0, 540.0, 18.0], MKyj9Fh7ZR, 5740360]
[paragraph, [93.0, 194.0, 540.0, 18.0], MKyj9Fh7ZR, 5740360]
[paragraph, [93.0, 212.0, 540.0, 18.0], MKyj9Fh7ZR, 5740360]
[paragraph, [93.0, 230.0, 540.0, 18.0], MKyj9Fh7ZR, 5740360]
[paragraph, [97.0, 260.0, 532.0, 18.0], U4mmHv0I8O, 5740360]
[paragraph, [97.0, 278.0, 532.0, 18.0], U4mmHv0I8O, 5740360]
[paragraph, [97.0, 296.0, 532.0, 18.0], U4mmHv0I8O, 5740360]
[paragraph, [97.0, 314.0, 532.0, 18.0], U4mmHv0I8O, 5740360]
[paragraph, [97.0, 332.0, 532.0, 18.0], U4mmHv0I8O, 5740360]
[paragraph, [154.0, 365.0, 140.0, 18.0], 6tmnuN1MCd, 5740360]
[paragraph, [154.0, 383.0, 140.0, 18.0], 6tmnuN1MCd, 5740360]
[paragraph, [156.0, 407.0, 408.0, 18.0], ti2NypGwQW, 5740360]
[paragraph, [156.0, 425.0, 408.0, 18.0], ti2NypGwQW, 5740360]
[paragraph, [99.0, 444.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 462.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 480.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 498.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 516.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 534.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [99.0, 552.0, 532.0, 18.0], BMr9ihst45, 5740360]
[paragraph, [91.0, 596.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 614.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 632.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 650.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 668.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 686.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 704.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 722.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 740.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 758.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 776.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 794.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 812.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 830.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [91.0, 848.0, 537.0, 18.0], tclGX1Z8w0, 5740360]
[paragraph, [96.0, 881.0, 530.0, 18.0], OOV57eFVKp, 5740360]
[paragraph, [96.0, 899.0, 530.0, 18.0], OOV57eFVKp, 5740360]
[paragraph, [96.0, 917.0, 530.0, 18.0], OOV57eFVKp, 5740360]
[paragraph, [97.0, 957.0, 535.0, 18.0], kWt2qUOFu0, 5740360]
[paragraph, [97.0, 975.0, 535.0, 18.0], kWt2qUOFu0, 5740360]
[paragraph, [97.0, 993.0, 535.0, 18.0], kWt2qUOFu0, 5740360]
[footnote, [421.0, 1114.0, 261.0, 18.0], f2__06FB_N, 5740360]
