[1162, 749]
[folio, [329.0, 74.0, 84.0, 18.0], shoonya_3sHKOA4VK1WL57, 5699722]
[paragraph, [77.0, 117.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 135.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 153.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 171.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 189.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 207.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 225.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 243.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 261.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 279.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 297.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 315.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 333.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 351.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 369.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 387.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 405.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 423.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 441.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 459.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 477.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 495.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 513.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 531.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 549.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 567.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 585.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 603.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 621.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 639.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 657.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 675.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 693.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 711.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 729.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 747.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 765.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [77.0, 783.0, 595.0, 18.0], shoonya_0s751SX0UTFFQ3, 5699722]
[paragraph, [78.0, 808.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 826.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 844.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 862.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 880.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 898.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[paragraph, [78.0, 916.0, 589.0, 18.0], shoonya_1s2L0YNNANTEDC, 5699722]
[footnote, [78.0, 992.0, 589.0, 18.0], shoonya_2sBMKMFTHV5SKP, 5699722]
[footnote, [78.0, 1010.0, 589.0, 18.0], shoonya_2sBMKMFTHV5SKP, 5699722]
[footnote, [78.0, 1028.0, 589.0, 18.0], shoonya_2sBMKMFTHV5SKP, 5699722]
[footnote, [78.0, 1046.0, 589.0, 18.0], shoonya_2sBMKMFTHV5SKP, 5699722]
[footnote, [78.0, 1064.0, 589.0, 18.0], shoonya_2sBMKMFTHV5SKP, 5699722]
