[1447, 1063]
[folio, [411.0, 54.0, 213.0, 18.0], YiQ94z0Qc5, 5762643]
[headline, [144.0, 95.0, 774.0, 25.5], shoonya_0sVZRRD50YD1J0, 5762643]
[headline, [144.0, 120.5, 774.0, 25.5], shoonya_0sVZRRD50YD1J0, 5762643]
[headline, [144.0, 146.0, 774.0, 25.5], shoonya_0sVZRRD50YD1J0, 5762643]
[headline, [144.0, 171.5, 774.0, 25.5], shoonya_0sVZRRD50YD1J0, 5762643]
[headline, [144.0, 197.0, 774.0, 25.5], shoonya_0sVZRRD50YD1J0, 5762643]
[paragraph, [535.0, 265.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 283.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 301.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 319.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 337.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 355.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 373.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 391.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 409.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 427.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 445.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 463.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 481.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 499.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 517.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 535.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 553.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 571.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 589.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 607.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 625.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 643.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 661.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 679.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 697.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 715.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 733.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [535.0, 751.0, 437.0, 18.0], hig4ImcJ0R, 5762643]
[paragraph, [87.0, 612.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 630.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 648.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 666.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 684.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 702.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 720.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 738.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 756.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 774.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[paragraph, [87.0, 792.0, 439.0, 18.0], shoonya_4sSPCFGV0MZQ5K, 5762643]
[section-title, [536.0, 781.0, 304.0, 30.0], shoonya_3s86TDAGFIDA4A, 5762643]
[paragraph, [534.0, 827.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 845.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 863.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 881.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 899.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 917.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 935.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 953.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 971.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
