[1755, 1241]
[section-title, [603.0, 243.0, 246.0, 49.5], shoonya_5sXEA2RJ83RFP2, 5704974]
[section-title, [603.0, 292.5, 246.0, 49.5], shoonya_5sXEA2RJ83RFP2, 5704974]
[paragraph, [631.0, 413.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 449.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 485.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 521.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 557.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 593.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 629.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 665.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 701.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 737.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 773.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 809.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 845.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 881.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 917.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 953.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 989.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 1025.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 1061.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [631.0, 1097.0, 419.0, 36.0], shoonya_1s6CLXEMR7ELMX, 5704974]
[paragraph, [187.0, 414.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 450.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 486.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 522.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 558.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 594.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 630.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 666.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 702.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 738.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 774.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [187.0, 810.0, 422.0, 36.0], shoonya_2sFANEOLRDT034, 5704974]
[paragraph, [186.0, 859.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 895.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 931.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 967.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1003.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1039.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1075.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
