[2339, 1653]
[paragraph, [386.0, 197.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 233.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 269.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 305.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 341.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 377.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 413.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 449.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 485.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 521.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 557.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 593.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 629.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 665.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 701.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 737.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 773.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 809.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 845.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 881.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 917.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 953.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 989.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 1025.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 1061.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [386.0, 1097.0, 1074.0, 36.0], shoonya_0sHPPJSK90XHEI, 5733907]
[paragraph, [390.0, 1167.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1203.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1239.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1275.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1311.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1347.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1383.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1419.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [390.0, 1455.0, 1074.0, 36.0], shoonya_1sIXIPWIZ5MEPI, 5733907]
[paragraph, [388.0, 1507.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1543.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1579.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1615.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1651.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1687.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1723.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1759.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1795.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1831.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1867.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1903.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1939.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 1975.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 2011.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 2047.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[paragraph, [388.0, 2083.0, 1072.0, 36.0], shoonya_2s05UGXX95WAU2, 5733907]
[folio, [1184.0, 2180.0, 240.0, 36.0], OdYz9MIJv1, 5733907]
