[699, 1322]
[paragraph, [257.0, 161.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 179.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 197.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 215.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 233.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 251.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 269.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 287.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 305.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 323.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 341.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 359.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [257.0, 377.0, 173.0, 18.0], shoonya_11s2ANZFPSVDIK, 5656508]
[paragraph, [665.0, 163.0, 174.0, 18.0], shoonya_15sQI39EJ041DL, 5656508]
[paragraph, [890.0, 163.0, 173.0, 18.0], shoonya_5sYCNA8EU8EYAU, 5656508]
[paragraph, [890.0, 181.0, 173.0, 18.0], shoonya_5sYCNA8EU8EYAU, 5656508]
[paragraph, [890.0, 199.0, 173.0, 18.0], shoonya_5sYCNA8EU8EYAU, 5656508]
[paragraph, [665.0, 193.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 211.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 229.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 247.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 265.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 283.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 301.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 319.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 337.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [665.0, 355.0, 174.0, 18.0], shoonya_8sYV2G7K16T46U, 5656508]
[paragraph, [891.0, 224.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 242.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 260.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 278.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 296.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 314.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 332.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 350.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 368.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 386.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 404.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 422.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 440.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 458.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 476.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 494.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [891.0, 512.0, 170.0, 18.0], shoonya_12sW9JVU4M9YSH, 5656508]
[paragraph, [482.0, 274.0, 173.0, 18.0], shoonya_2sGP2JNCFKEVBG, 5656508]
[paragraph, [482.0, 292.0, 173.0, 18.0], shoonya_2sGP2JNCFKEVBG, 5656508]
[paragraph, [482.0, 310.0, 173.0, 18.0], shoonya_2sGP2JNCFKEVBG, 5656508]
[paragraph, [482.0, 328.0, 173.0, 18.0], shoonya_2sGP2JNCFKEVBG, 5656508]
[figure-caption, [79.0, 280.0, 106.0, 18.0], KLBqBOBz6_, 5656508]
[paragraph, [1068.0, 281.0, 187.0, 18.0], shoonya_4s4WYLMXH1D6A1, 5656508]
[paragraph, [1063.0, 313.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 331.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 349.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 367.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 385.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 403.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [1063.0, 421.0, 189.0, 18.0], shoonya_3sZ1S9PZ4ZP247, 5656508]
[paragraph, [74.0, 330.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 348.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 366.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 384.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 402.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 420.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 438.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 456.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [74.0, 474.0, 173.0, 18.0], shoonya_0sWPQX9OQGMP9C, 5656508]
[paragraph, [482.0, 360.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 378.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 396.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 414.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 432.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 450.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [482.0, 468.0, 174.0, 18.0], shoonya_6s1LR78Y7NL0ZI, 5656508]
[paragraph, [1063.0, 473.0, 192.0, 18.0], shoonya_21sPL6Z95NCU3L, 5656508]
[paragraph, [1063.0, 491.0, 192.0, 18.0], shoonya_21sPL6Z95NCU3L, 5656508]
[paragraph, [1063.0, 509.0, 192.0, 18.0], shoonya_21sPL6Z95NCU3L, 5656508]
