[2339, 1653]
[folio, [202.0, 359.0, 194.0, 36.0], JOj1fv75K1, 5735315]
[folio, [1121.0, 361.0, 324.0, 36.0], 1woUvXuoPc, 5735315]
[paragraph, [836.0, 417.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 453.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 489.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 525.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 561.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 597.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 633.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 669.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 705.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 741.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 777.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 813.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 849.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 885.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [836.0, 921.0, 612.0, 36.0], shoonya_1s8X10QUO9ZOPZ, 5735315]
[paragraph, [202.0, 420.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 456.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 492.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 528.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 564.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 600.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 636.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 672.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 708.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 744.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 780.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 816.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 852.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[paragraph, [202.0, 888.0, 614.0, 36.0], shoonya_2sSN7LB6T8NG53, 5735315]
[sidebar, [1491.0, 531.0, 144.0, 36.0], E2bbx3Ed-Y, 5735315]
[sidebar, [1491.0, 567.0, 144.0, 36.0], E2bbx3Ed-Y, 5735315]
[paragraph, [203.0, 938.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 974.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1010.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1046.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1082.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1118.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1154.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1190.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1226.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1262.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1298.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [203.0, 1334.0, 613.0, 36.0], shoonya_3sZSCJ19GBJS25, 5735315]
[paragraph, [837.0, 985.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1021.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1057.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1093.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1129.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1165.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1201.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1237.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1273.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1309.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1345.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [837.0, 1381.0, 611.0, 36.0], shoonya_0s86B1KJ95FLMD, 5735315]
[paragraph, [202.0, 1405.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1441.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1477.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1513.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1549.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1585.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1621.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1657.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1693.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1729.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1765.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1801.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1837.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1873.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [202.0, 1909.0, 614.0, 36.0], shoonya_6sIFEG5WQAL1UD, 5735315]
[paragraph, [838.0, 1454.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1490.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1526.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1562.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1598.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1634.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [838.0, 1670.0, 611.0, 36.0], shoonya_4sD0VVXRCB4HAP, 5735315]
[paragraph, [837.0, 1736.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1772.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1808.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1844.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1880.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1916.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1952.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 1988.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [837.0, 2024.0, 613.0, 36.0], shoonya_5sJXRZ96HF7OY2, 5735315]
[paragraph, [202.0, 1970.0, 614.0, 36.0], shoonya_8s463XOX5TGX41, 5735315]
[paragraph, [202.0, 2006.0, 614.0, 36.0], shoonya_8s463XOX5TGX41, 5735315]
[folio, [204.0, 2080.0, 241.0, 36.0], shoonya_9s7UODSMVL5X15, 5735315]
