[2330, 1689]
[section-title, [375.0, 175.0, 919.0, 52.5], 8BU96EDBWn, 5734486]
[sub-section-title, [377.0, 275.0, 359.0, 55.5], shoonya_6sKH05L2KI4IF8, 5734486]
[paragraph, [367.0, 377.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 413.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 449.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 485.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 521.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 557.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 593.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [367.0, 629.0, 1193.0, 36.0], shoonya_0sSTHCEKSQEFVX, 5734486]
[paragraph, [366.0, 715.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [366.0, 751.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [366.0, 787.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [366.0, 823.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [366.0, 859.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [366.0, 895.0, 1186.0, 36.0], shoonya_3s87WBYCBSGE7E, 5734486]
[paragraph, [363.0, 995.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1031.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1067.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1103.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1139.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1175.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1211.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1247.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [363.0, 1283.0, 1188.0, 36.0], shoonya_2s91I5B7ZS82NN, 5734486]
[paragraph, [362.0, 1391.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [362.0, 1427.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [362.0, 1463.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [362.0, 1499.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [362.0, 1535.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [362.0, 1571.0, 1184.0, 36.0], shoonya_4sWPY0LQ3T04TY, 5734486]
[paragraph, [360.0, 1674.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1710.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1746.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1782.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1818.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1854.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1890.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
[paragraph, [360.0, 1926.0, 1195.0, 36.0], shoonya_1sI9VRR5H5F6NR, 5734486]
