[3508, 2481]
[contact-info, [608.0, 100.0, 1452.0, 52.5], 3Wj1LYUXnU, 6534633]
[contact-info, [608.0, 152.5, 1452.0, 52.5], 3Wj1LYUXnU, 6534633]
[contact-info, [608.0, 205.0, 1452.0, 52.5], 3Wj1LYUXnU, 6534633]
[section-title, [851.0, 534.0, 774.0, 93.0], PlsZS5kFij, 6534633]
[sub-section-title, [761.0, 778.0, 966.0, 73.5], shoonya_0sV1X63TPVTNR1, 6534633]
[dateline, [1933.0, 1023.0, 348.0, 52.5], JlGXdW7PW3, 6534633]
[paragraph, [198.0, 1284.0, 391.0, 52.5], X_m7Ue2gm1, 6534633]
[paragraph, [208.0, 1405.0, 2067.0, 52.5], gfFRcnFdcB, 6534633]
[paragraph, [208.0, 1457.5, 2067.0, 52.5], gfFRcnFdcB, 6534633]
[paragraph, [208.0, 1510.0, 2067.0, 52.5], gfFRcnFdcB, 6534633]
[paragraph, [208.0, 1562.5, 2067.0, 52.5], gfFRcnFdcB, 6534633]
[paragraph, [208.0, 1615.0, 2067.0, 52.5], gfFRcnFdcB, 6534633]
[paragraph, [211.0, 1760.0, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 1812.5, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 1865.0, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 1917.5, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 1970.0, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 2022.5, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [211.0, 2075.0, 2067.0, 52.5], cNWgt_C459, 6534633]
[paragraph, [198.0, 2245.0, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2297.5, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2350.0, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2402.5, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2455.0, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2507.5, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2560.0, 2067.0, 52.5], n46itLm2g_, 6534633]
[paragraph, [198.0, 2612.5, 2067.0, 52.5], n46itLm2g_, 6534633]
[ordered-list, [264.0, 2708.0, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 2760.5, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 2813.0, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 2865.5, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 2918.0, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 2970.5, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 3023.0, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 3075.5, 2014.0, 52.5], NrM6lBypAl, 6534633]
[ordered-list, [264.0, 3128.0, 2014.0, 52.5], NrM6lBypAl, 6534633]
[paragraph, [208.0, 3268.0, 2073.0, 52.5], HANamvjRju, 6534633]
[paragraph, [208.0, 3320.5, 2073.0, 52.5], HANamvjRju, 6534633]
[paragraph, [208.0, 3373.0, 2073.0, 52.5], HANamvjRju, 6534633]
