[2339, 1653]
[paragraph, [389.0, 196.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 232.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 268.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 304.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 340.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 376.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 412.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 448.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 484.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 520.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 556.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 592.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 628.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [389.0, 664.0, 1074.0, 36.0], shoonya_0sZP2RWMZ61MEY, 5734331]
[paragraph, [390.0, 722.0, 1068.0, 36.0], shoonya_3s5AD9BSJCZ2R8, 5734331]
[paragraph, [390.0, 758.0, 1068.0, 36.0], shoonya_3s5AD9BSJCZ2R8, 5734331]
[paragraph, [390.0, 794.0, 1068.0, 36.0], shoonya_3s5AD9BSJCZ2R8, 5734331]
[paragraph, [390.0, 830.0, 1068.0, 36.0], shoonya_3s5AD9BSJCZ2R8, 5734331]
[paragraph, [388.0, 897.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 933.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 969.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1005.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1041.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1077.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1113.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1149.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1185.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1221.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [388.0, 1257.0, 1080.0, 36.0], shoonya_1sRCT9XX711ADZ, 5734331]
[paragraph, [389.0, 1309.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1345.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1381.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1417.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1453.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1489.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1525.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1561.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1597.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1633.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1669.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1705.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1741.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1777.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1813.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1849.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [389.0, 1885.0, 1071.0, 36.0], shoonya_2sASENZPQVQXIB, 5734331]
[paragraph, [390.0, 1953.0, 1072.0, 36.0], shoonya_4sQ903TJ0CCMGT, 5734331]
[paragraph, [390.0, 1989.0, 1072.0, 36.0], shoonya_4sQ903TJ0CCMGT, 5734331]
[paragraph, [390.0, 2025.0, 1072.0, 36.0], shoonya_4sQ903TJ0CCMGT, 5734331]
[paragraph, [390.0, 2061.0, 1072.0, 36.0], shoonya_4sQ903TJ0CCMGT, 5734331]
[folio, [850.0, 2186.0, 540.0, 36.0], AT1gAXjaMu, 5734331]
