[1518, 1075]
[paragraph, [551.0, 173.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 209.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 245.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 281.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 317.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 353.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 389.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [551.0, 425.0, 436.0, 36.0], shoonya_2sZY1J9FDC7R52, 5722154]
[paragraph, [115.0, 174.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 210.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 246.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 282.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 318.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 354.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 390.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 426.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 462.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 498.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 534.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 570.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 606.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 642.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 678.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 714.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 750.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 786.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 822.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 858.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 894.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 930.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 966.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1002.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1038.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1074.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1110.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1146.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1182.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1218.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1254.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [115.0, 1290.0, 425.0, 36.0], shoonya_1sTKYAXN5XR5R4, 5722154]
[paragraph, [555.0, 472.0, 432.0, 36.0], kaEtj_aML0, 5722154]
[paragraph, [555.0, 508.0, 432.0, 36.0], kaEtj_aML0, 5722154]
[paragraph, [548.0, 549.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 585.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 621.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 657.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 693.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 729.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 765.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 801.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 837.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 873.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [548.0, 909.0, 441.0, 36.0], utBxm_HFXT, 5722154]
[paragraph, [555.0, 980.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1016.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1052.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1088.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1124.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1160.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1196.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1232.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[paragraph, [555.0, 1268.0, 449.0, 36.0], mUA7aOKIv9, 5722154]
[folio, [244.0, 1333.0, 604.0, 36.0], CGueNFu6bS, 5722154]
[folio, [196.0, 1390.0, 418.0, 36.0], shoonya_3s6W6LH8WW1SM1, 5722154]
