[1650, 1275]
[section-title, [140.0, 156.0, 654.0, 49.5], rEi0_8ZAA5, 5706548]
[unordered-list, [136.0, 248.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 284.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 320.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 356.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 392.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 428.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 464.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 500.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 536.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 572.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 608.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 644.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 680.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 716.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 752.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 788.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 824.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 860.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 896.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 932.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 968.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1004.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1040.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1076.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1112.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1148.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1184.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[unordered-list, [136.0, 1220.0, 588.0, 36.0], inRbCQTb5G, 5706548]
[sub-ordered-list, [143.0, 285.0, 582.0, 36.0], S5UpUVlgxy, 5706548]
[sub-ordered-list, [143.0, 321.0, 582.0, 36.0], S5UpUVlgxy, 5706548]
[sub-ordered-list, [143.0, 357.0, 582.0, 36.0], S5UpUVlgxy, 5706548]
[sub-ordered-list, [143.0, 393.0, 582.0, 36.0], S5UpUVlgxy, 5706548]
[sub-ordered-list, [143.0, 429.0, 582.0, 36.0], S5UpUVlgxy, 5706548]
[sub-ordered-list, [136.0, 535.0, 380.0, 36.0], iPCSNmhP_i, 5706548]
[sub-ordered-list, [136.0, 571.0, 380.0, 36.0], iPCSNmhP_i, 5706548]
[sub-ordered-list, [136.0, 607.0, 380.0, 36.0], iPCSNmhP_i, 5706548]
[sub-ordered-list, [136.0, 643.0, 380.0, 36.0], iPCSNmhP_i, 5706548]
[sub-ordered-list, [136.0, 679.0, 380.0, 36.0], iPCSNmhP_i, 5706548]
[sub-ordered-list, [140.0, 785.0, 340.0, 36.0], UvZP-SLbhE, 5706548]
[sub-ordered-list, [140.0, 821.0, 340.0, 36.0], UvZP-SLbhE, 5706548]
[sub-ordered-list, [140.0, 857.0, 340.0, 36.0], UvZP-SLbhE, 5706548]
[sub-ordered-list, [140.0, 893.0, 340.0, 36.0], UvZP-SLbhE, 5706548]
[sub-ordered-list, [140.0, 929.0, 340.0, 36.0], UvZP-SLbhE, 5706548]
[sub-ordered-list, [136.0, 1038.0, 241.0, 36.0], T0VbPQm3r3, 5706548]
[sub-ordered-list, [136.0, 1074.0, 241.0, 36.0], T0VbPQm3r3, 5706548]
[sub-ordered-list, [136.0, 1110.0, 241.0, 36.0], T0VbPQm3r3, 5706548]
[sub-ordered-list, [136.0, 1146.0, 241.0, 36.0], T0VbPQm3r3, 5706548]
[sub-ordered-list, [136.0, 1182.0, 241.0, 36.0], T0VbPQm3r3, 5706548]
[folio, [340.0, 1433.0, 588.0, 36.0], 1gMCa8XOul, 5706548]
