[2339, 1653]
[paragraph, [323.0, 164.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 200.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 236.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 272.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 308.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 344.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 380.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 416.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [323.0, 452.0, 1139.0, 36.0], shoonya_2sCFL4SMS1ZYTR, 5733589]
[paragraph, [325.0, 599.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 635.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 671.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 707.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 743.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 779.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 815.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 851.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 887.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [325.0, 923.0, 1137.0, 36.0], shoonya_0s0COUPKOJ01Y4, 5733589]
[paragraph, [328.0, 990.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1026.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1062.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1098.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1134.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1170.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1206.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1242.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1278.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1314.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1350.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [328.0, 1386.0, 1131.0, 36.0], shoonya_3sP223WCL46CRL, 5733589]
[paragraph, [326.0, 1437.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1473.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1509.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1545.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1581.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1617.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1653.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1689.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1725.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1761.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1797.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1833.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1869.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1905.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1941.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [326.0, 1977.0, 1135.0, 36.0], shoonya_1sPRL1TCYSYZGM, 5733589]
[paragraph, [390.0, 2047.0, 1075.0, 36.0], xIedPlCYB3, 5733589]
[folio, [1130.0, 2155.0, 272.0, 36.0], f4hhcV800t, 5733589]
