[1372, 849]
[section-title, [354.0, 69.0, 144.0, 30.0], shoonya_1sZNJP41YTL7T1, 5710052]
[paragraph, [61.0, 125.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 143.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 161.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 179.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 197.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 215.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 233.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 251.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 269.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 287.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 305.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 323.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 341.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 359.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [61.0, 377.0, 719.0, 18.0], shoonya_0sAJTWVU72GGA4, 5710052]
[paragraph, [64.0, 399.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 417.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 435.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 453.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 471.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 489.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 507.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 525.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 543.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 561.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 579.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 597.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 615.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 633.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 651.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 669.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 687.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 705.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 723.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 741.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 759.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 777.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 795.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 813.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 831.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 849.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 867.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 885.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 903.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 921.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 939.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 957.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 975.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 993.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1011.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1029.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1047.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1065.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1083.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1101.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1119.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1137.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1155.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1173.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1191.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1209.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1227.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1245.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1263.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
[paragraph, [64.0, 1281.0, 723.0, 18.0], sZ7Mxuh-Km, 5710052]
