[2084, 1289]
[paragraph, [124.0, 268.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 304.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 340.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 376.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 412.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 448.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 484.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 520.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 556.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 592.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 628.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 664.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 700.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 736.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[paragraph, [124.0, 772.0, 1038.0, 36.0], shoonya_1s9ZWO164NWR0I, 5660330]
[section-title, [448.0, 861.0, 391.0, 52.5], shoonya_2sVVM1VD1IFD5L, 5660330]
[paragraph, [131.0, 954.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 990.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1026.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1062.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1098.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1134.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1170.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1206.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1242.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1278.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1314.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1350.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1386.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1422.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1458.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1494.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1530.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1566.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[paragraph, [131.0, 1602.0, 1031.0, 36.0], shoonya_0sIEJ4W8BEH86X, 5660330]
[section-title, [523.0, 1686.0, 247.0, 52.5], shoonya_3sOI74D73USAFI, 5660330]
[paragraph, [141.0, 1773.0, 1019.0, 36.0], shoonya_4sCX219HB6OV40, 5660330]
[paragraph, [141.0, 1809.0, 1019.0, 36.0], shoonya_4sCX219HB6OV40, 5660330]
[paragraph, [141.0, 1845.0, 1019.0, 36.0], shoonya_4sCX219HB6OV40, 5660330]
[folio, [631.0, 1936.0, 656.0, 36.0], shoonya_5s5VMKLNX350A4, 5660330]
[folio, [631.0, 1972.0, 656.0, 36.0], shoonya_5s5VMKLNX350A4, 5660330]
