[3508, 2481]
[contact-info, [496.0, 102.0, 1515.0, 52.5], LclKnXPJEz, 6516092]
[contact-info, [496.0, 154.5, 1515.0, 52.5], LclKnXPJEz, 6516092]
[contact-info, [496.0, 207.0, 1515.0, 52.5], LclKnXPJEz, 6516092]
[section-title, [1009.0, 593.0, 431.0, 93.0], gXIg92NVII, 6516092]
[paragraph, [211.0, 1056.0, 273.0, 52.5], WZhHPK0Rhr, 6516092]
[paragraph, [211.0, 1183.0, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [211.0, 1235.5, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [211.0, 1288.0, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [211.0, 1340.5, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [211.0, 1393.0, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [211.0, 1445.5, 2061.0, 52.5], BU6HFLP1-A, 6516092]
[paragraph, [195.0, 1528.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1580.5, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1633.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1685.5, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1738.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1790.5, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1843.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1895.5, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 1948.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 2000.5, 2068.0, 52.5], ld4posxmkk, 6516092]
[paragraph, [195.0, 2053.0, 2068.0, 52.5], ld4posxmkk, 6516092]
[section-title, [201.0, 2246.0, 602.0, 93.0], DvLmOkZJR1, 6516092]
[sub-section-title, [208.0, 2408.0, 471.0, 73.5], B7J2MwsC50, 6516092]
[paragraph, [201.0, 2498.0, 2086.0, 52.5], hXUSSuNuzQ, 6516092]
[paragraph, [201.0, 2550.5, 2086.0, 52.5], hXUSSuNuzQ, 6516092]
[paragraph, [201.0, 2603.0, 2086.0, 52.5], hXUSSuNuzQ, 6516092]
[sub-section-title, [201.0, 2724.0, 478.0, 73.5], 6Hfn-1szkD, 6516092]
[paragraph, [208.0, 2830.0, 648.0, 52.5], k-El-LQE0L, 6516092]
[unordered-list, [273.0, 3194.0, 1859.0, 52.5], jh1_JjWOTI, 6516092]
[unordered-list, [273.0, 3246.5, 1859.0, 52.5], jh1_JjWOTI, 6516092]
[unordered-list, [273.0, 3299.0, 1859.0, 52.5], jh1_JjWOTI, 6516092]
