[1300, 900]
[folio, [397.0, 27.0, 120.0, 18.0], nhgH6lEB_s, 5731903]
[folio, [397.0, 45.0, 120.0, 18.0], nhgH6lEB_s, 5731903]
[paragraph, [102.0, 93.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 111.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 129.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 147.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 165.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 183.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [102.0, 201.0, 716.0, 18.0], shoonya_0s1QUJ7YVWGNZZ, 5731903]
[paragraph, [101.0, 244.0, 716.0, 18.0], shoonya_1sGT9BC7X1YUEW, 5731903]
[paragraph, [101.0, 262.0, 716.0, 18.0], shoonya_1sGT9BC7X1YUEW, 5731903]
[paragraph, [101.0, 280.0, 716.0, 18.0], shoonya_1sGT9BC7X1YUEW, 5731903]
[paragraph, [101.0, 298.0, 716.0, 18.0], shoonya_1sGT9BC7X1YUEW, 5731903]
[paragraph, [101.0, 340.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 358.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 376.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 394.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 412.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 430.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 448.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 466.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 484.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [101.0, 502.0, 709.0, 18.0], shoonya_2sY6MAA7TQR1NK, 5731903]
[paragraph, [95.0, 533.0, 714.0, 18.0], shoonya_3sDQ0LZQ40K3I2, 5731903]
[paragraph, [95.0, 551.0, 714.0, 18.0], shoonya_3sDQ0LZQ40K3I2, 5731903]
[paragraph, [95.0, 569.0, 714.0, 18.0], shoonya_3sDQ0LZQ40K3I2, 5731903]
[paragraph, [95.0, 587.0, 714.0, 18.0], shoonya_3sDQ0LZQ40K3I2, 5731903]
[paragraph, [100.0, 632.0, 700.0, 18.0], shoonya_4sZGV5AVJUEZ49, 5731903]
[paragraph, [100.0, 650.0, 700.0, 18.0], shoonya_4sZGV5AVJUEZ49, 5731903]
[paragraph, [91.0, 679.0, 711.0, 18.0], shoonya_5sEJ78JTNCJ3EW, 5731903]
[paragraph, [91.0, 697.0, 711.0, 18.0], shoonya_5sEJ78JTNCJ3EW, 5731903]
[paragraph, [91.0, 715.0, 711.0, 18.0], shoonya_5sEJ78JTNCJ3EW, 5731903]
[paragraph, [91.0, 733.0, 711.0, 18.0], shoonya_5sEJ78JTNCJ3EW, 5731903]
[paragraph, [99.0, 774.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 792.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 810.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 828.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 846.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 864.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 882.0, 706.0, 18.0], shoonya_6sTV4HWYOR0BOS, 5731903]
[paragraph, [99.0, 920.0, 708.0, 18.0], shoonya_8sS9B0OF4DGKIP, 5731903]
[paragraph, [99.0, 938.0, 708.0, 18.0], shoonya_8sS9B0OF4DGKIP, 5731903]
[paragraph, [99.0, 956.0, 708.0, 18.0], shoonya_8sS9B0OF4DGKIP, 5731903]
[paragraph, [99.0, 974.0, 708.0, 18.0], shoonya_8sS9B0OF4DGKIP, 5731903]
[paragraph, [102.0, 1012.0, 704.0, 18.0], shoonya_9sO80731UAAXIF, 5731903]
[paragraph, [102.0, 1030.0, 704.0, 18.0], shoonya_9sO80731UAAXIF, 5731903]
[paragraph, [102.0, 1048.0, 704.0, 18.0], shoonya_9sO80731UAAXIF, 5731903]
[paragraph, [102.0, 1066.0, 704.0, 18.0], shoonya_9sO80731UAAXIF, 5731903]
[paragraph, [102.0, 1084.0, 704.0, 18.0], shoonya_9sO80731UAAXIF, 5731903]
[paragraph, [90.0, 1109.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1127.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1145.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1163.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1181.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1199.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
[paragraph, [90.0, 1217.0, 715.0, 18.0], shoonya_10s0WXPOEM61KG, 5731903]
