[1650, 1275]
[section-title, [588.0, 122.0, 171.0, 49.5], shoonya_0sF2JQZ8J8F4JC, 6471342]
[sub-section-title, [355.0, 190.0, 643.0, 36.0], T-ileAQ1Vq, 6471342]
[paragraph, [255.0, 252.0, 837.0, 36.0], WxNf7qOamC, 6471342]
[paragraph, [255.0, 288.0, 837.0, 36.0], WxNf7qOamC, 6471342]
[paragraph, [255.0, 324.0, 837.0, 36.0], WxNf7qOamC, 6471342]
[paragraph, [255.0, 360.0, 837.0, 36.0], WxNf7qOamC, 6471342]
[paragraph, [241.0, 494.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 530.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 566.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 602.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 638.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 674.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 710.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 746.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 782.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [241.0, 818.0, 871.0, 36.0], 8MBz2yPcto, 6471342]
[paragraph, [247.0, 864.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 900.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 936.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 972.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1008.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1044.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1080.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1116.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1152.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1188.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1224.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1260.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[paragraph, [247.0, 1296.0, 861.0, 36.0], -nybm5XDXb, 6471342]
[reference, [240.0, 1412.0, 832.0, 36.0], 567dvXxc2m, 6471342]
[reference, [240.0, 1448.0, 832.0, 36.0], 567dvXxc2m, 6471342]
