[1241, 798]
[folio, [90.0, 65.0, 133.0, 18.0], shoonya_4sPDIQD4I1UFJ9, 5702515]
[paragraph, [83.0, 113.0, 627.0, 18.0], jQJB-yh-kr, 5702515]
[paragraph, [83.0, 131.0, 627.0, 18.0], jQJB-yh-kr, 5702515]
[paragraph, [83.0, 149.0, 627.0, 18.0], jQJB-yh-kr, 5702515]
[paragraph, [83.0, 167.0, 627.0, 18.0], jQJB-yh-kr, 5702515]
[paragraph, [93.0, 200.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [93.0, 218.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [93.0, 236.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [93.0, 254.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [93.0, 272.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [93.0, 290.0, 614.0, 18.0], shoonya_3sV79WUBWX6XUM, 5702515]
[paragraph, [90.0, 322.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 340.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 358.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 376.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 394.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 412.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 430.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 448.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 466.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 484.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 502.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 520.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 538.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 556.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 574.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 592.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 610.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [90.0, 628.0, 618.0, 18.0], shoonya_1s3J9ZDZYBXRMX, 5702515]
[paragraph, [148.0, 670.0, 400.0, 18.0], BKDtWgBf4O, 5702515]
[paragraph, [88.0, 721.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 739.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 757.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 775.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 793.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 811.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 829.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 847.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 865.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 883.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 901.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 919.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 937.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 955.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 973.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 991.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1009.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1027.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1045.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1063.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1081.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [88.0, 1099.0, 619.0, 18.0], shoonya_0sBDOT7VHNF9LH, 5702515]
[paragraph, [149.0, 1133.0, 565.0, 18.0], LTgPTlXrNV, 5702515]
