[842, 596]
[folio, [213.0, 89.0, 181.0, 18.0], jZhFtTo0XF, 5746370]
[paragraph, [154.0, 114.0, 361.0, 18.0], DLEMJxs1BE, 5746370]
[contact-info, [372.0, 134.0, 137.0, 18.0], C8ts2QtNMX, 5746370]
[paragraph, [300.0, 165.0, 59.0, 18.0], slld3eTmJt, 5746370]
[paragraph, [157.0, 197.0, 356.0, 18.0], CTvS-otxdl, 5746370]
[contact-info, [265.0, 219.0, 245.0, 18.0], pAKGb8tZt6, 5746370]
[contact-info, [265.0, 237.0, 245.0, 18.0], pAKGb8tZt6, 5746370]
[contact-info, [265.0, 255.0, 245.0, 18.0], pAKGb8tZt6, 5746370]
[contact-info, [224.0, 276.0, 163.0, 18.0], xPNcK3vBPp, 5746370]
[contact-info, [224.0, 294.0, 163.0, 18.0], xPNcK3vBPp, 5746370]
[ordered-list, [85.0, 385.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 403.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 421.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 439.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 457.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 475.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 493.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 511.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 529.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 547.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 565.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 583.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 601.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 619.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 637.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 655.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 673.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 691.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 709.0, 437.0, 18.0], Temv13dlbM, 5746370]
[ordered-list, [85.0, 727.0, 437.0, 18.0], Temv13dlbM, 5746370]
[sub-ordered-list, [137.0, 389.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 407.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 425.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 443.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 461.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 479.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 497.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 515.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 533.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 551.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 569.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 587.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 605.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 623.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 641.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 659.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 677.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 695.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 713.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
[sub-ordered-list, [137.0, 731.0, 372.0, 18.0], shoonya_1s0Y54EQK4PELO, 5746370]
