[792, 612]
[folio, [264.0, 37.0, 69.0, 18.0], nFRzkiiaEm, 6493731]
[paragraph, [92.0, 76.0, 416.0, 18.0], shoonya_0s24L3W4S0ND3R, 6493731]
[paragraph, [92.0, 94.0, 416.0, 18.0], shoonya_0s24L3W4S0ND3R, 6493731]
[paragraph, [92.0, 112.0, 416.0, 18.0], shoonya_0s24L3W4S0ND3R, 6493731]
[paragraph, [90.0, 143.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 161.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 179.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 197.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 215.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 233.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 251.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 269.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 287.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 305.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 323.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [90.0, 341.0, 418.0, 18.0], OYqjpGR9Vy, 6493731]
[paragraph, [93.0, 369.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 387.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 405.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 423.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 441.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 459.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 477.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 495.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 513.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 531.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 549.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 567.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 585.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 603.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 621.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 639.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 657.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
[paragraph, [93.0, 675.0, 419.0, 18.0], xmZ6m0oJxc, 6493731]
