[1987, 1270]
[chapter-title, [550.0, 286.0, 194.0, 58.5], shoonya_2sHZZ3BG53022F, 5682826]
[paragraph, [144.0, 447.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 483.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 519.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 555.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 591.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 627.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 663.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 699.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 735.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 771.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 807.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 843.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 879.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 915.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 951.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 987.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 1023.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 1059.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [144.0, 1095.0, 998.0, 36.0], shoonya_0sVDLOSWHO8E67, 5682826]
[paragraph, [140.0, 1157.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1193.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1229.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1265.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1301.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1337.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1373.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1409.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1445.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1481.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1517.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1553.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1589.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1625.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1661.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [140.0, 1697.0, 1005.0, 36.0], shoonya_1sRYYEBOJE1DSV, 5682826]
[paragraph, [139.0, 1756.0, 1008.0, 36.0], mcC1Zyliqm, 5682826]
[paragraph, [139.0, 1792.0, 1008.0, 36.0], mcC1Zyliqm, 5682826]
[paragraph, [139.0, 1828.0, 1008.0, 36.0], mcC1Zyliqm, 5682826]
