[2339, 1656]
[paragraph, [188.0, 186.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 222.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 258.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 294.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 330.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 366.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 402.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 438.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 474.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 510.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 546.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 582.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 618.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 654.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 690.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 726.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 762.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 798.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 834.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 870.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 906.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 942.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 978.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1014.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1050.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1086.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1122.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1158.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1194.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1230.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1266.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1302.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1338.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1374.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1410.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1446.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1482.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1518.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1554.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1590.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1626.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1662.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1698.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1734.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1770.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1806.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1842.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1878.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1914.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1950.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[paragraph, [188.0, 1986.0, 1275.0, 36.0], shoonya_0s66WG2SW0UB7Z, 5752762]
[folio, [298.0, 2150.0, 474.0, 36.0], dzgTTsXddj, 5752762]
