[1625, 1211]
[section-title, [503.0, 80.0, 589.0, 49.5], RVoXbzq7CN, 5742621]
[section-title, [50.0, 84.0, 372.0, 49.5], 7uJhvl9YF5, 5742621]
[section-title, [50.0, 133.5, 372.0, 49.5], 7uJhvl9YF5, 5742621]
[sub-section-title, [522.0, 151.0, 524.0, 36.0], KGWivi-58l, 5742621]
[paragraph, [428.0, 207.0, 347.0, 36.0], vCxJd4QDfX, 5742621]
[paragraph, [428.0, 243.0, 347.0, 36.0], vCxJd4QDfX, 5742621]
[paragraph, [428.0, 279.0, 347.0, 36.0], vCxJd4QDfX, 5742621]
[paragraph, [428.0, 315.0, 347.0, 36.0], vCxJd4QDfX, 5742621]
[paragraph, [428.0, 351.0, 347.0, 36.0], vCxJd4QDfX, 5742621]
[paragraph, [795.0, 207.0, 345.0, 36.0], qYTva9vyr-, 5742621]
[paragraph, [795.0, 243.0, 345.0, 36.0], qYTva9vyr-, 5742621]
[paragraph, [795.0, 279.0, 345.0, 36.0], qYTva9vyr-, 5742621]
[paragraph, [795.0, 315.0, 345.0, 36.0], qYTva9vyr-, 5742621]
[paragraph, [65.0, 234.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 270.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 306.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 342.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 378.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 414.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 450.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 486.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 522.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 558.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 594.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 630.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 666.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [65.0, 702.0, 345.0, 36.0], SW3rkcJpCt, 5742621]
[paragraph, [792.0, 368.0, 348.0, 36.0], QwfKHAHfIG, 5742621]
[paragraph, [792.0, 404.0, 348.0, 36.0], QwfKHAHfIG, 5742621]
[paragraph, [792.0, 440.0, 348.0, 36.0], QwfKHAHfIG, 5742621]
[paragraph, [425.0, 404.0, 345.0, 36.0], 5h7FVahggA, 5742621]
[section-title, [434.0, 491.0, 333.0, 49.5], wd_wK22BIL, 5742621]
[paragraph, [796.0, 499.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 535.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 571.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 607.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 643.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 679.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [796.0, 715.0, 344.0, 36.0], shoonya_2sY0CWQHEMI8PC, 5742621]
[paragraph, [433.0, 592.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [433.0, 628.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [433.0, 664.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [433.0, 700.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [433.0, 736.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [433.0, 772.0, 342.0, 36.0], I-XiqpyvJN, 5742621]
[paragraph, [65.0, 777.0, 342.0, 36.0], uL6KC-a4R2, 5742621]
[paragraph, [65.0, 813.0, 342.0, 36.0], uL6KC-a4R2, 5742621]
[paragraph, [65.0, 849.0, 342.0, 36.0], uL6KC-a4R2, 5742621]
[paragraph, [795.0, 785.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 821.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 857.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 893.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 929.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 965.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 1001.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [795.0, 1037.0, 343.0, 36.0], shoonya_1sTG91U1XQ9ZLZ, 5742621]
[paragraph, [428.0, 817.0, 341.0, 36.0], ovSnaDYAxO, 5742621]
[paragraph, [428.0, 853.0, 341.0, 36.0], ovSnaDYAxO, 5742621]
[paragraph, [428.0, 889.0, 341.0, 36.0], ovSnaDYAxO, 5742621]
[paragraph, [428.0, 925.0, 341.0, 36.0], ovSnaDYAxO, 5742621]
[paragraph, [62.0, 904.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [62.0, 940.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [62.0, 976.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [62.0, 1012.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [62.0, 1048.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [62.0, 1084.0, 344.0, 36.0], xkNlR9fqkD, 5742621]
[paragraph, [427.0, 976.0, 356.0, 36.0], iVsPyNpysf, 5742621]
[paragraph, [427.0, 1012.0, 356.0, 36.0], iVsPyNpysf, 5742621]
[paragraph, [427.0, 1048.0, 356.0, 36.0], iVsPyNpysf, 5742621]
[paragraph, [427.0, 1084.0, 356.0, 36.0], iVsPyNpysf, 5742621]
[paragraph, [427.0, 1120.0, 356.0, 36.0], iVsPyNpysf, 5742621]
[paragraph, [798.0, 1114.0, 339.0, 36.0], Xp_-moebe-, 5742621]
[paragraph, [798.0, 1150.0, 339.0, 36.0], Xp_-moebe-, 5742621]
[paragraph, [798.0, 1186.0, 339.0, 36.0], Xp_-moebe-, 5742621]
[paragraph, [798.0, 1222.0, 339.0, 36.0], Xp_-moebe-, 5742621]
[paragraph, [63.0, 1124.0, 348.0, 36.0], _dgtxG6ziZ, 5742621]
[paragraph, [63.0, 1160.0, 348.0, 36.0], _dgtxG6ziZ, 5742621]
[paragraph, [63.0, 1196.0, 348.0, 36.0], _dgtxG6ziZ, 5742621]
[paragraph, [63.0, 1232.0, 348.0, 36.0], _dgtxG6ziZ, 5742621]
[paragraph, [63.0, 1268.0, 348.0, 36.0], _dgtxG6ziZ, 5742621]
[paragraph, [428.0, 1191.0, 351.0, 36.0], uvoii1JuU5, 5742621]
[paragraph, [425.0, 1255.0, 348.0, 36.0], IBBWZE-XIi, 5742621]
[paragraph, [425.0, 1291.0, 348.0, 36.0], IBBWZE-XIi, 5742621]
[paragraph, [425.0, 1327.0, 348.0, 36.0], IBBWZE-XIi, 5742621]
[paragraph, [425.0, 1363.0, 348.0, 36.0], IBBWZE-XIi, 5742621]
[paragraph, [801.0, 1293.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [801.0, 1329.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [801.0, 1365.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [801.0, 1401.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [801.0, 1437.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [801.0, 1473.0, 350.0, 36.0], 21BT9nLoQR, 5742621]
[paragraph, [63.0, 1341.0, 350.0, 36.0], xIXBtdNorp, 5742621]
[paragraph, [63.0, 1377.0, 350.0, 36.0], xIXBtdNorp, 5742621]
[paragraph, [63.0, 1413.0, 350.0, 36.0], xIXBtdNorp, 5742621]
[paragraph, [63.0, 1449.0, 350.0, 36.0], xIXBtdNorp, 5742621]
[paragraph, [424.0, 1408.0, 350.0, 36.0], MdKbGcX7AZ, 5742621]
[paragraph, [424.0, 1444.0, 350.0, 36.0], MdKbGcX7AZ, 5742621]
[footnote, [747.0, 1576.0, 380.0, 36.0], 20cPhpjPJS, 5742621]
