[1447, 1063]
[folio, [418.0, 51.0, 223.0, 18.0], QHadr2-dN8, 5762751]
[paragraph, [90.0, 97.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 115.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 133.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 151.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 169.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 187.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 205.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 223.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 241.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 259.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 277.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 295.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 313.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 331.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 349.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 367.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 385.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 403.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 421.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 439.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 457.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 475.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 493.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 511.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 529.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 547.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 565.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 583.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [90.0, 601.0, 437.0, 18.0], shoonya_1sNC3IR4JXJB5R, 5762751]
[paragraph, [531.0, 565.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 583.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 601.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 619.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 637.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 655.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 673.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 691.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 709.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 727.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 745.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 763.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 781.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 799.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 817.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 835.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 853.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 871.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 889.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 907.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 925.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 943.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 961.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 979.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [531.0, 997.0, 438.0, 18.0], XO5KTRO7Ht, 5762751]
[paragraph, [87.0, 627.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 645.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 663.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
