[3690, 2970]
[folio, [1147.0, 115.0, 683.0, 52.5], kZChl9tyo3, 5697672]
[paragraph, [361.0, 256.0, 2360.0, 52.5], shoonya_4sGL5Q4A3RXXT6, 5697672]
[paragraph, [361.0, 308.5, 2360.0, 52.5], shoonya_4sGL5Q4A3RXXT6, 5697672]
[unordered-list, [375.0, 434.0, 1428.0, 52.5], shoonya_7s46MLY5MDCE3T, 5697672]
[paragraph, [259.0, 646.0, 2470.0, 52.5], shoonya_2s15RVR8LQN0DN, 5697672]
[paragraph, [259.0, 698.5, 2470.0, 52.5], shoonya_2s15RVR8LQN0DN, 5697672]
[paragraph, [259.0, 751.0, 2470.0, 52.5], shoonya_2s15RVR8LQN0DN, 5697672]
[paragraph, [259.0, 803.5, 2470.0, 52.5], shoonya_2s15RVR8LQN0DN, 5697672]
[paragraph, [259.0, 856.0, 2470.0, 52.5], shoonya_2s15RVR8LQN0DN, 5697672]
[paragraph, [255.0, 980.0, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [255.0, 1032.5, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [255.0, 1085.0, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [255.0, 1137.5, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [255.0, 1190.0, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [255.0, 1242.5, 2468.0, 52.5], shoonya_0sC0KKPNTT2LAI, 5697672]
[paragraph, [256.0, 1312.0, 2489.0, 52.5], shoonya_3s8K84IPJBQFAE, 5697672]
[paragraph, [256.0, 1364.5, 2489.0, 52.5], shoonya_3s8K84IPJBQFAE, 5697672]
[paragraph, [256.0, 1417.0, 2489.0, 52.5], shoonya_3s8K84IPJBQFAE, 5697672]
[paragraph, [256.0, 1469.5, 2489.0, 52.5], shoonya_3s8K84IPJBQFAE, 5697672]
[paragraph, [257.0, 1681.0, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1733.5, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1786.0, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1838.5, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1891.0, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1943.5, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 1996.0, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 2048.5, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[paragraph, [257.0, 2101.0, 2474.0, 52.5], shoonya_1sLGDHB5WXPIWJ, 5697672]
[ordered-list, [370.0, 2303.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2355.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2408.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2460.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2513.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2565.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2618.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2670.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2723.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2775.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2828.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2880.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2933.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 2985.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3038.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3090.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3143.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3195.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3248.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3300.5, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
[ordered-list, [370.0, 3353.0, 2350.0, 52.5], shoonya_11sNEQJE0JE6ZY, 5697672]
