[2640, 2040]
[folio, [22.0, 188.0, 490.0, 46.5], MJIU0So2Df, 5694595]
[headline, [115.0, 316.0, 688.0, 52.5], shoonya_3sABNAGYW1PY8Z, 5694595]
[headline, [115.0, 368.5, 688.0, 52.5], shoonya_3sABNAGYW1PY8Z, 5694595]
[paragraph, [116.0, 457.0, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [116.0, 503.5, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [116.0, 550.0, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [116.0, 596.5, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [116.0, 643.0, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [116.0, 689.5, 723.0, 46.5], shoonya_18sOUDQKN4T188, 5694595]
[paragraph, [111.0, 772.0, 672.0, 46.5], shoonya_9sKLRVKUJ3E3NR, 5694595]
[paragraph, [98.0, 902.0, 1296.0, 46.5], shoonya_8sLSE8VH8CR6L9, 5694595]
[paragraph, [114.0, 991.0, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1037.5, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1084.0, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1130.5, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1177.0, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1223.5, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1270.0, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1316.5, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1363.0, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1409.5, 1264.0, 46.5], shoonya_0sPGS90R5KF5HQ, 5694595]
[paragraph, [114.0, 1466.0, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1512.5, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1559.0, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1605.5, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1652.0, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1698.5, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1745.0, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1791.5, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [114.0, 1838.0, 1275.0, 46.5], shoonya_1sUSWGPU2ELEH6, 5694595]
[paragraph, [111.0, 1899.0, 1283.0, 46.5], shoonya_5sMVD2N7KJ6RHI, 5694595]
[paragraph, [111.0, 1945.5, 1283.0, 46.5], shoonya_5sMVD2N7KJ6RHI, 5694595]
[paragraph, [114.0, 2032.0, 1289.0, 46.5], shoonya_4sXDPBUBJ39UWR, 5694595]
[paragraph, [114.0, 2078.5, 1289.0, 46.5], shoonya_4sXDPBUBJ39UWR, 5694595]
[paragraph, [114.0, 2125.0, 1289.0, 46.5], shoonya_4sXDPBUBJ39UWR, 5694595]
[paragraph, [114.0, 2171.5, 1289.0, 46.5], shoonya_4sXDPBUBJ39UWR, 5694595]
[paragraph, [115.0, 2245.0, 1289.0, 46.5], shoonya_6s15XHMYJTGPKE, 5694595]
[paragraph, [116.0, 2332.0, 1287.0, 46.5], shoonya_21s1Z0IYGE1E6N, 5694595]
[paragraph, [116.0, 2378.5, 1287.0, 46.5], shoonya_21s1Z0IYGE1E6N, 5694595]
[paragraph, [116.0, 2425.0, 1287.0, 46.5], shoonya_21s1Z0IYGE1E6N, 5694595]
[author, [1062.0, 2384.0, 344.0, 46.5], ATe9fd7KE5, 5694595]
[author, [1062.0, 2430.5, 344.0, 46.5], ATe9fd7KE5, 5694595]
