[2276, 1476]
[headline, [396.0, 44.0, 695.0, 67.5], xjbfASvrkl, 6475589]
[headline, [396.0, 111.5, 695.0, 67.5], xjbfASvrkl, 6475589]
[folio, [551.0, 205.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [551.0, 241.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [551.0, 277.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [551.0, 313.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [551.0, 349.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [551.0, 385.0, 387.0, 36.0], bmgNt8JaYv, 6475589]
[folio, [160.0, 256.0, 202.0, 36.0], Qn5M2Tt53q, 6475589]
[placeholder-text, [156.0, 304.0, 167.0, 18.0], eanuU-JNk_, 6475589]
[placeholder-text, [156.0, 322.0, 167.0, 18.0], eanuU-JNk_, 6475589]
[placeholder-text, [156.0, 340.0, 167.0, 18.0], eanuU-JNk_, 6475589]
[section-title, [654.0, 503.0, 178.0, 52.5], fdaq54qHZu, 6475589]
[paragraph, [103.0, 710.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 746.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 782.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 818.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 854.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 890.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 926.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 962.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 998.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 1034.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 1070.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 1106.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[paragraph, [103.0, 1142.0, 1256.0, 36.0], MqJpMzr2lt, 6475589]
[contact-info, [309.0, 2122.0, 867.0, 36.0], r4exzyMnVF, 6475589]
[contact-info, [309.0, 2158.0, 867.0, 36.0], r4exzyMnVF, 6475589]
[website-link, [957.0, 2143.0, 197.0, 18.0], mEfaKSamJI, 6475589]
