[590, 396]
[chapter-title, [67.0, 89.0, 85.0, 30.0], shoonya_3sUS6VIX4N0IMU, 6513380]
[paragraph, [68.0, 138.0, 297.0, 18.0], shoonya_0s0S0M0F423CS0, 6513380]
[paragraph, [68.0, 156.0, 297.0, 18.0], shoonya_0s0S0M0F423CS0, 6513380]
[paragraph, [68.0, 174.0, 297.0, 18.0], shoonya_0s0S0M0F423CS0, 6513380]
[paragraph, [67.0, 195.0, 298.0, 18.0], shoonya_1sAS4TUOWQ2UI8, 6513380]
[paragraph, [67.0, 213.0, 298.0, 18.0], shoonya_1sAS4TUOWQ2UI8, 6513380]
[paragraph, [67.0, 231.0, 298.0, 18.0], shoonya_1sAS4TUOWQ2UI8, 6513380]
[paragraph, [67.0, 252.0, 297.0, 18.0], shoonya_5sIHLRA2NEN8I7, 6513380]
[paragraph, [67.0, 270.0, 297.0, 18.0], shoonya_5sIHLRA2NEN8I7, 6513380]
[paragraph, [67.0, 288.0, 297.0, 18.0], shoonya_5sIHLRA2NEN8I7, 6513380]
[paragraph, [67.0, 306.0, 297.0, 18.0], shoonya_5sIHLRA2NEN8I7, 6513380]
[paragraph, [67.0, 327.0, 298.0, 18.0], shoonya_4sXNNETEKFG3F6, 6513380]
[paragraph, [67.0, 345.0, 298.0, 18.0], shoonya_4sXNNETEKFG3F6, 6513380]
[paragraph, [67.0, 363.0, 298.0, 18.0], shoonya_4sXNNETEKFG3F6, 6513380]
[paragraph, [67.0, 381.0, 298.0, 18.0], shoonya_4sXNNETEKFG3F6, 6513380]
[paragraph, [67.0, 399.0, 298.0, 18.0], shoonya_4sXNNETEKFG3F6, 6513380]
[paragraph, [90.0, 420.0, 189.0, 18.0], shoonya_2s0YD7Q0H53WS8, 6513380]
[paragraph, [66.0, 442.0, 300.0, 18.0], shoonya_6sB0CS03J7L0M0, 6513380]
[paragraph, [66.0, 460.0, 300.0, 18.0], shoonya_6sB0CS03J7L0M0, 6513380]
[paragraph, [66.0, 478.0, 300.0, 18.0], shoonya_6sB0CS03J7L0M0, 6513380]
[paragraph, [94.0, 498.0, 190.0, 18.0], g-o70RPWLp, 6513380]
[folio, [277.0, 535.0, 63.0, 18.0], c96e1VkH7L, 6513380]
