[1951, 1219]
[chapter-title, [523.0, 461.0, 150.0, 58.5], shoonya_0sULJ5ZSDJ4K0A, 5682759]
[paragraph, [110.0, 619.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 655.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 691.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 727.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 763.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 799.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 835.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 871.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 907.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 943.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [110.0, 979.0, 986.0, 36.0], rcGM5YWze1, 5682759]
[paragraph, [108.0, 1032.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1068.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1104.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1140.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1176.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1212.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1248.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1284.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1320.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1356.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1392.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1428.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1464.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1500.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [108.0, 1536.0, 987.0, 36.0], p6NRHEGZmf, 5682759]
[paragraph, [106.0, 1605.0, 990.0, 36.0], wzLrTpjFhC, 5682759]
[paragraph, [106.0, 1641.0, 990.0, 36.0], wzLrTpjFhC, 5682759]
[paragraph, [106.0, 1677.0, 990.0, 36.0], wzLrTpjFhC, 5682759]
[paragraph, [104.0, 1718.0, 994.0, 36.0], _o4jCpqh6o, 5682759]
[paragraph, [104.0, 1754.0, 994.0, 36.0], _o4jCpqh6o, 5682759]
[paragraph, [104.0, 1790.0, 994.0, 36.0], _o4jCpqh6o, 5682759]
