[1275, 932]
[chapter-title, [323.0, 61.0, 160.0, 30.0], shoonya_4sFUCZQK0A86E5, 5775916]
[paragraph, [92.0, 98.0, 623.0, 18.0], shoonya_3sNQ8514TAG11T, 5775916]
[paragraph, [92.0, 116.0, 623.0, 18.0], shoonya_3sNQ8514TAG11T, 5775916]
[paragraph, [96.0, 140.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 158.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 176.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 194.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 212.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 230.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 248.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 266.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 284.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 302.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 320.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 338.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 356.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 374.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 392.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 410.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 428.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 446.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 464.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 482.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 500.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 518.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 536.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 554.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 572.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 590.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 608.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 626.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 644.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 662.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [96.0, 680.0, 621.0, 18.0], shoonya_0s50XDFIQVN1XL, 5775916]
[paragraph, [100.0, 698.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 716.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 734.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 752.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 770.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 788.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 806.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 824.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 842.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 860.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 878.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 896.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 914.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
[paragraph, [100.0, 932.0, 621.0, 18.0], shoonya_1sSAHSG7048627, 5775916]
