[1275, 790]
[chapter-title, [470.0, 402.0, 168.0, 30.0], shoonya_2sZAAV9RJEJL8G, 5702094]
[paragraph, [137.0, 459.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 477.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 495.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 513.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 531.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 549.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 567.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 585.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 603.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 621.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 639.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 657.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 675.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 693.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 711.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 729.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[paragraph, [137.0, 747.0, 562.0, 18.0], shoonya_0sFGSX1PZ1ZT5T, 5702094]
[author, [619.0, 776.0, 77.0, 18.0], shoonya_7sIUBCH2FRYIAV, 5702094]
[figure-caption, [617.0, 1137.0, 112.0, 18.0], gvNjQDZDKJ, 5702094]
[folio, [621.0, 1166.0, 100.0, 18.0], kE2hoq4t0k, 5702094]
[website-link, [83.0, 1170.0, 160.0, 18.0], shoonya_3sCADX35QU75HX, 5702094]
