[1275, 750]
[folio, [230.0, 85.0, 288.0, 18.0], 787jCNnTo6, 5767127]
[folio, [230.0, 103.0, 288.0, 18.0], 787jCNnTo6, 5767127]
[paragraph, [66.0, 155.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 173.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 191.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 209.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 227.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 245.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 263.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 281.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 299.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[paragraph, [66.0, 317.0, 609.0, 18.0], ZH-lDGoX7T, 5767127]
[section-title, [175.0, 356.0, 403.0, 30.0], pdQNR4MbMq, 5767127]
[paragraph, [71.0, 422.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 440.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 458.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 476.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 494.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 512.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 530.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 548.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 566.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 584.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 602.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 620.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 638.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 656.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 674.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 692.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 710.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 728.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 746.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [71.0, 764.0, 602.0, 18.0], shoonya_0sH1F2Z2WHT91U, 5767127]
[paragraph, [78.0, 804.0, 510.0, 18.0], f8ZRYxwGxo, 5767127]
[paragraph, [78.0, 822.0, 510.0, 18.0], f8ZRYxwGxo, 5767127]
[paragraph, [78.0, 840.0, 510.0, 18.0], f8ZRYxwGxo, 5767127]
[paragraph, [78.0, 858.0, 510.0, 18.0], f8ZRYxwGxo, 5767127]
[paragraph, [78.0, 876.0, 510.0, 18.0], f8ZRYxwGxo, 5767127]
[paragraph, [308.0, 896.0, 370.0, 18.0], VS9SpCqAd8, 5767127]
[paragraph, [79.0, 951.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 969.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 987.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1005.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1023.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1041.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1059.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1077.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1095.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1113.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1131.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1149.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
[paragraph, [79.0, 1167.0, 601.0, 18.0], eCTsNqFGb3, 5767127]
