[842, 596]
[ordered-list, [77.0, 135.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 153.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 171.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 189.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 207.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 225.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 243.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 261.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 279.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[ordered-list, [77.0, 297.0, 452.0, 18.0], shoonya_0sXIUJYT9L3OVL, 5716062]
[paragraph, [70.0, 337.0, 452.0, 18.0], shoonya_12sXZJHJP086WK, 5716062]
[paragraph, [70.0, 355.0, 452.0, 18.0], shoonya_12sXZJHJP086WK, 5716062]
[paragraph, [70.0, 373.0, 452.0, 18.0], shoonya_12sXZJHJP086WK, 5716062]
[unordered-list, [72.0, 401.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 419.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 437.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 455.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 473.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 491.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 509.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 527.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 545.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 563.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 581.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 599.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 617.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 635.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 653.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 671.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 689.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 707.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[unordered-list, [72.0, 725.0, 456.0, 18.0], h_dFuEDNRU, 5716062]
[sub-unordered-list, [92.0, 412.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 430.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 448.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 466.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 484.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 502.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 520.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [92.0, 538.0, 429.0, 18.0], ktI7Mkk9Ik, 5716062]
[sub-unordered-list, [118.0, 581.0, 402.0, 18.0], 1K9OkKiAV1, 5716062]
[sub-unordered-list, [118.0, 599.0, 402.0, 18.0], 1K9OkKiAV1, 5716062]
[sub-unordered-list, [118.0, 617.0, 402.0, 18.0], 1K9OkKiAV1, 5716062]
[sub-unordered-list, [118.0, 635.0, 402.0, 18.0], 1K9OkKiAV1, 5716062]
[sub-unordered-list, [120.0, 683.0, 285.0, 18.0], FBDEkyxoGq, 5716062]
[sub-unordered-list, [120.0, 701.0, 285.0, 18.0], FBDEkyxoGq, 5716062]
[sub-unordered-list, [120.0, 719.0, 285.0, 18.0], FBDEkyxoGq, 5716062]
[sub-unordered-list, [120.0, 737.0, 285.0, 18.0], FBDEkyxoGq, 5716062]
[folio, [521.0, 779.0, 29.0, 18.0], IwFb3CGPok, 5716062]
[footnote, [390.0, 783.0, 125.0, 18.0], v6InhnqTgi, 5716062]
