[1806, 1262]
[folio, [160.0, 101.0, 512.0, 36.0], shoonya_6sEZXBO6LHQNFU, 5680639]
[paragraph, [93.0, 176.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [93.0, 212.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [93.0, 248.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [93.0, 284.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [93.0, 320.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [93.0, 356.0, 508.0, 36.0], shoonya_4sO2CWXWKUP4XY, 5680639]
[paragraph, [646.0, 182.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 218.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 254.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 290.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 326.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 362.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 398.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 434.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 470.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 506.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 542.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 578.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 614.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 650.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 686.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 722.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [646.0, 758.0, 515.0, 36.0], shoonya_2sYKMUSXBS0YHJ, 5680639]
[paragraph, [188.0, 433.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 469.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 505.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 541.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 577.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 613.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 649.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [188.0, 685.0, 409.0, 36.0], shoonya_5s38YMO38GI0PA, 5680639]
[paragraph, [112.0, 756.0, 496.0, 36.0], shoonya_7sSOH191LWOLO1, 5680639]
[paragraph, [112.0, 792.0, 496.0, 36.0], shoonya_7sSOH191LWOLO1, 5680639]
[paragraph, [112.0, 828.0, 496.0, 36.0], shoonya_7sSOH191LWOLO1, 5680639]
[paragraph, [112.0, 864.0, 496.0, 36.0], shoonya_7sSOH191LWOLO1, 5680639]
[paragraph, [112.0, 900.0, 496.0, 36.0], shoonya_7sSOH191LWOLO1, 5680639]
[paragraph, [648.0, 803.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 839.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 875.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 911.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 947.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 983.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1019.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1055.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1091.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1127.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1163.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1199.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1235.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1271.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1307.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1343.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1379.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1415.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1451.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1487.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1523.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1559.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1595.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1631.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [648.0, 1667.0, 514.0, 36.0], shoonya_0s2KQT2UKD7HRJ, 5680639]
[paragraph, [96.0, 971.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1007.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1043.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1079.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1115.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1151.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1187.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [96.0, 1223.0, 506.0, 36.0], shoonya_3sW2X8I47804NB, 5680639]
[paragraph, [94.0, 1270.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1306.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1342.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1378.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1414.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1450.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1486.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1522.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1558.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1594.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1630.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
[paragraph, [94.0, 1666.0, 511.0, 36.0], shoonya_1sXQID9N2GXYNE, 5680639]
