[3509, 2480]
[paragraph, [329.0, 396.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 448.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 501.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 553.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 606.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 658.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 711.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 763.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 816.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 868.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 921.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 973.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1026.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1078.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1131.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1183.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1236.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1288.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1341.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1393.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1446.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1498.5, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [329.0, 1551.0, 1813.0, 52.5], shoonya_0s5SJ02HP5Y9RQ, 5724066]
[paragraph, [331.0, 1632.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1684.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1737.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1789.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1842.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1894.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1947.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 1999.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2052.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2104.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2157.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2209.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2262.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2314.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2367.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2419.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2472.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2524.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2577.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2629.5, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [331.0, 2682.0, 1818.0, 52.5], Q7k5OZmyBH, 5724066]
[paragraph, [343.0, 2796.0, 1805.0, 52.5], hX9oNMkxdC, 5724066]
[paragraph, [343.0, 2848.5, 1805.0, 52.5], hX9oNMkxdC, 5724066]
[paragraph, [343.0, 2901.0, 1805.0, 52.5], hX9oNMkxdC, 5724066]
[paragraph, [343.0, 2953.5, 1805.0, 52.5], hX9oNMkxdC, 5724066]
[paragraph, [343.0, 3006.0, 1805.0, 52.5], hX9oNMkxdC, 5724066]
