[1240, 875]
[section-title, [52.0, 44.0, 572.0, 30.0], jAZ-_vCC8D, 5773994]
[section-title, [52.0, 74.0, 572.0, 30.0], jAZ-_vCC8D, 5773994]
[paragraph, [622.0, 54.0, 189.0, 18.0], Jda2QHE781, 5773994]
[paragraph, [622.0, 72.0, 189.0, 18.0], Jda2QHE781, 5773994]
[paragraph, [622.0, 90.0, 189.0, 18.0], Jda2QHE781, 5773994]
[paragraph, [59.0, 113.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 131.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 149.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 167.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 185.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 203.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 221.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 239.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 257.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 275.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 293.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 311.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 329.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 347.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 365.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 383.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 401.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 419.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 437.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 455.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 473.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 491.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 509.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 527.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 545.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 563.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 581.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 599.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 617.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 635.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 653.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 671.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 689.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 707.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 725.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 743.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 761.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 779.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 797.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 815.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 833.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 851.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 869.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 887.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 905.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 923.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 941.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 959.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 977.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 995.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1013.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1031.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1049.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1067.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1085.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1103.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1121.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1139.0, 755.0, 18.0], 35-aqLD43r, 5773994]
[paragraph, [59.0, 1157.0, 755.0, 18.0], 35-aqLD43r, 5773994]
