[1637, 1070]
[paragraph, [98.0, 133.0, 404.0, 36.0], shoonya_5sY6RKT8WOYAY2, 5654077]
[paragraph, [102.0, 167.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 203.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 239.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 275.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 311.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 347.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 383.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 419.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 455.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 491.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 527.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 563.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [102.0, 599.0, 868.0, 36.0], shoonya_0s4GNGSYDO8TEA, 5654077]
[paragraph, [106.0, 641.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 677.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 713.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 749.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 785.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 821.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [106.0, 857.0, 865.0, 36.0], shoonya_1sCEIQJYHPWX50, 5654077]
[paragraph, [110.0, 890.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 926.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 962.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 998.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 1034.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 1070.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [110.0, 1106.0, 864.0, 36.0], shoonya_4sWLVAUSVHFEP2, 5654077]
[paragraph, [112.0, 1144.0, 861.0, 36.0], shoonya_7s5WEYKZOCCQC4, 5654077]
[paragraph, [112.0, 1180.0, 861.0, 36.0], shoonya_7s5WEYKZOCCQC4, 5654077]
[paragraph, [117.0, 1221.0, 859.0, 36.0], shoonya_6s2TUJTIT85VJU, 5654077]
[paragraph, [117.0, 1257.0, 859.0, 36.0], shoonya_6s2TUJTIT85VJU, 5654077]
[paragraph, [117.0, 1293.0, 859.0, 36.0], shoonya_6s2TUJTIT85VJU, 5654077]
[paragraph, [117.0, 1329.0, 859.0, 36.0], shoonya_6s2TUJTIT85VJU, 5654077]
[paragraph, [115.0, 1389.0, 872.0, 36.0], shoonya_3sT97E3SGWKRBF, 5654077]
[paragraph, [115.0, 1425.0, 872.0, 36.0], shoonya_3sT97E3SGWKRBF, 5654077]
[paragraph, [115.0, 1461.0, 872.0, 36.0], shoonya_3sT97E3SGWKRBF, 5654077]
