[2084, 1528]
[folio, [148.0, 53.0, 680.0, 36.0], vhByNS9VT6, 5712760]
[sub-headline, [223.0, 210.0, 1015.0, 55.5], nceLwazNE-, 5712760]
[author, [1025.0, 283.0, 437.0, 36.0], lSC9fHXeNs, 5712760]
[paragraph, [132.0, 335.0, 1350.0, 36.0], fmcxqQt2vR, 5712760]
[paragraph, [132.0, 371.0, 1350.0, 36.0], fmcxqQt2vR, 5712760]
[paragraph, [132.0, 407.0, 1350.0, 36.0], fmcxqQt2vR, 5712760]
[paragraph, [132.0, 443.0, 1350.0, 36.0], fmcxqQt2vR, 5712760]
[paragraph, [528.0, 498.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 534.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 570.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 606.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 642.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 678.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 714.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 750.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 786.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 822.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 858.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 894.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 930.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [528.0, 966.0, 271.0, 36.0], shoonya_4sITPZ5ZB5YM61, 5712760]
[paragraph, [801.0, 529.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 565.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 601.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 637.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 673.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 709.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [801.0, 745.0, 512.0, 36.0], shoonya_3s9E7QM9FU0P9G, 5712760]
[paragraph, [800.0, 793.0, 677.0, 36.0], shoonya_0sL1XU7SFYP6WS, 5712760]
[paragraph, [800.0, 829.0, 677.0, 36.0], shoonya_0sL1XU7SFYP6WS, 5712760]
[paragraph, [800.0, 865.0, 677.0, 36.0], shoonya_0sL1XU7SFYP6WS, 5712760]
[paragraph, [800.0, 901.0, 677.0, 36.0], shoonya_0sL1XU7SFYP6WS, 5712760]
[paragraph, [815.0, 944.0, 664.0, 36.0], WCSetsiWJs, 5712760]
[paragraph, [815.0, 980.0, 664.0, 36.0], WCSetsiWJs, 5712760]
[paragraph, [815.0, 1016.0, 664.0, 36.0], WCSetsiWJs, 5712760]
[paragraph, [815.0, 1052.0, 664.0, 36.0], WCSetsiWJs, 5712760]
[paragraph, [815.0, 1088.0, 664.0, 36.0], WCSetsiWJs, 5712760]
[paragraph, [132.0, 1045.0, 662.0, 36.0], shoonya_5s6J3UCQUZ6V5P, 5712760]
[paragraph, [132.0, 1081.0, 662.0, 36.0], shoonya_5s6J3UCQUZ6V5P, 5712760]
[paragraph, [132.0, 1117.0, 662.0, 36.0], shoonya_5s6J3UCQUZ6V5P, 5712760]
[paragraph, [801.0, 1129.0, 678.0, 36.0], GO4uJYoU3p, 5712760]
[paragraph, [801.0, 1165.0, 678.0, 36.0], GO4uJYoU3p, 5712760]
[paragraph, [801.0, 1201.0, 678.0, 36.0], GO4uJYoU3p, 5712760]
[paragraph, [801.0, 1237.0, 678.0, 36.0], GO4uJYoU3p, 5712760]
[paragraph, [801.0, 1273.0, 678.0, 36.0], GO4uJYoU3p, 5712760]
[paragraph, [163.0, 1183.0, 633.0, 36.0], BCl7e1Y_zQ, 5712760]
[paragraph, [163.0, 1219.0, 633.0, 36.0], BCl7e1Y_zQ, 5712760]
[paragraph, [163.0, 1255.0, 633.0, 36.0], BCl7e1Y_zQ, 5712760]
[paragraph, [163.0, 1291.0, 633.0, 36.0], BCl7e1Y_zQ, 5712760]
[paragraph, [812.0, 1334.0, 667.0, 36.0], shoonya_10s8I9LRVT9KU1, 5712760]
[paragraph, [812.0, 1370.0, 667.0, 36.0], shoonya_10s8I9LRVT9KU1, 5712760]
[paragraph, [125.0, 1335.0, 666.0, 36.0], AQo1QMYw39, 5712760]
[paragraph, [125.0, 1371.0, 666.0, 36.0], AQo1QMYw39, 5712760]
[paragraph, [125.0, 1407.0, 666.0, 36.0], AQo1QMYw39, 5712760]
[paragraph, [125.0, 1443.0, 666.0, 36.0], AQo1QMYw39, 5712760]
[paragraph, [803.0, 1440.0, 674.0, 36.0], rmX5ITzVNL, 5712760]
[paragraph, [803.0, 1476.0, 674.0, 36.0], rmX5ITzVNL, 5712760]
[paragraph, [803.0, 1512.0, 674.0, 36.0], rmX5ITzVNL, 5712760]
[paragraph, [121.0, 1484.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1520.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1556.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1592.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1628.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1664.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1700.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [121.0, 1736.0, 670.0, 36.0], 39FihH9K3Z, 5712760]
[paragraph, [811.0, 1577.0, 663.0, 36.0], shoonya_8sWROJ512CVVPA, 5712760]
[paragraph, [811.0, 1613.0, 663.0, 36.0], shoonya_8sWROJ512CVVPA, 5712760]
[paragraph, [811.0, 1649.0, 663.0, 36.0], shoonya_8sWROJ512CVVPA, 5712760]
[paragraph, [813.0, 1714.0, 662.0, 36.0], shoonya_9sFFC15LGCAG6Q, 5712760]
[paragraph, [129.0, 1783.0, 670.0, 36.0], qTl4y50h31, 5712760]
[paragraph, [812.0, 1785.0, 663.0, 36.0], shoonya_1sOM4SFCJXX401, 5712760]
[paragraph, [812.0, 1821.0, 663.0, 36.0], shoonya_1sOM4SFCJXX401, 5712760]
[paragraph, [812.0, 1890.0, 662.0, 36.0], shoonya_2s52HTY43VDHL1, 5712760]
[paragraph, [812.0, 1926.0, 662.0, 36.0], shoonya_2s52HTY43VDHL1, 5712760]
[answer, [131.0, 1931.0, 666.0, 36.0], -TAWXVtD6W, 5712760]
[answer, [131.0, 1967.0, 666.0, 36.0], -TAWXVtD6W, 5712760]
