[596, 421]
[section-title, [41.0, 7.0, 133.0, 30.0], Grb0TniC4F, 6534127]
[paragraph, [29.0, 55.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 73.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 91.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 109.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 127.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 145.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 163.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 181.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [29.0, 199.0, 154.0, 18.0], shoonya_0sAUW6F4UB2LDT, 6534127]
[paragraph, [284.0, 236.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 254.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 272.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 290.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 308.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 326.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 344.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 362.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 380.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 398.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 416.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 434.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 452.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
[paragraph, [284.0, 470.0, 105.0, 18.0], shoonya_1sC0KYXKIA11ZK, 6534127]
