[1300, 900]
[folio, [386.0, 32.0, 123.0, 18.0], IXp0QGC1H-, 5732000]
[folio, [386.0, 50.0, 123.0, 18.0], IXp0QGC1H-, 5732000]
[paragraph, [87.0, 94.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 112.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 130.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 148.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 166.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 184.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 202.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 220.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 238.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [87.0, 256.0, 717.0, 18.0], shoonya_4sW3PFM6UEL6QL, 5732000]
[paragraph, [89.0, 289.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 307.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 325.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 343.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 361.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 379.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [89.0, 397.0, 708.0, 18.0], shoonya_3sHHRQKP4GWPEH, 5732000]
[paragraph, [87.0, 435.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 453.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 471.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 489.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 507.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 525.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [87.0, 543.0, 715.0, 18.0], shoonya_0sV08ELFJTI6IV, 5732000]
[paragraph, [89.0, 581.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 599.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 617.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 635.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 653.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 671.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [89.0, 689.0, 714.0, 18.0], shoonya_1sIPDQ8VNGQPUW, 5732000]
[paragraph, [82.0, 727.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 745.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 763.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 781.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 799.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 817.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 835.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 853.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[paragraph, [82.0, 871.0, 722.0, 18.0], shoonya_2sET84RK11ZSXD, 5732000]
[section-title, [327.0, 914.0, 237.0, 30.0], shoonya_7sHJJR9OVTGZ5X, 5732000]
[paragraph, [84.0, 970.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 988.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 1006.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 1024.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 1042.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 1060.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [84.0, 1078.0, 718.0, 18.0], shoonya_5s44NOV3LL3H83, 5732000]
[paragraph, [91.0, 1115.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1133.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1151.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1169.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1187.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1205.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
[paragraph, [91.0, 1223.0, 703.0, 18.0], RYfdtzxV4H, 5732000]
