[1238, 769]
[paragraph, [69.0, 69.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 87.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 105.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 123.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 141.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 159.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 177.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 195.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 213.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 231.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 249.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 267.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 285.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 303.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 321.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 339.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 357.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 375.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 393.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 411.0, 633.0, 18.0], shoonya_0sYJPYDHNQK5ML, 6469390]
[paragraph, [69.0, 436.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [69.0, 454.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [69.0, 472.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [69.0, 490.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [69.0, 508.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [69.0, 526.0, 630.0, 18.0], 4V5YUFNvoK, 6469390]
[paragraph, [65.0, 559.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 577.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 595.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 613.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 631.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 649.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 667.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 685.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 703.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 721.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 739.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 757.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 775.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 793.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 811.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 829.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 847.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 865.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 883.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 901.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 919.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 937.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 955.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 973.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 991.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 1009.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 1027.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 1045.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[paragraph, [65.0, 1063.0, 641.0, 18.0], YxSJ4nYDDP, 6469390]
[folio, [584.0, 1099.0, 67.0, 18.0], i6jtDTKsnQ, 6469390]
