[1320, 1176]
[folio, [72.0, 55.0, 153.0, 18.0], shoonya_0s01FEFETD5KL8, 5693735]
[folio, [72.0, 73.0, 153.0, 18.0], shoonya_0s01FEFETD5KL8, 5693735]
[folio, [72.0, 91.0, 153.0, 18.0], shoonya_0s01FEFETD5KL8, 5693735]
[folio, [72.0, 109.0, 153.0, 18.0], shoonya_0s01FEFETD5KL8, 5693735]
[folio, [72.0, 127.0, 153.0, 18.0], shoonya_0s01FEFETD5KL8, 5693735]
[section-title, [452.0, 204.0, 600.0, 30.0], 7eos8h6zEP, 5693735]
[section-title, [452.0, 234.0, 600.0, 30.0], 7eos8h6zEP, 5693735]
[section-title, [452.0, 264.0, 600.0, 30.0], 7eos8h6zEP, 5693735]
[section-title, [452.0, 294.0, 600.0, 30.0], 7eos8h6zEP, 5693735]
[author, [648.0, 356.0, 173.0, 18.0], c21FIhUOxK, 5693735]
[paragraph, [759.0, 393.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 411.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 429.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 447.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 465.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 483.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 501.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 519.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 537.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 555.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [759.0, 573.0, 320.0, 18.0], UuG1cmzCNW, 5693735]
[paragraph, [414.0, 416.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [414.0, 434.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [414.0, 452.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [414.0, 470.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [414.0, 488.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [414.0, 506.0, 324.0, 18.0], rkvwv8EcLv, 5693735]
[paragraph, [756.0, 657.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 675.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 693.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 711.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 729.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 747.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 765.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [756.0, 783.0, 321.0, 18.0], G5Zl_3-oLi, 5693735]
[paragraph, [757.0, 828.0, 317.0, 18.0], xw8qoir2bb, 5693735]
[paragraph, [757.0, 846.0, 317.0, 18.0], xw8qoir2bb, 5693735]
[paragraph, [760.0, 883.0, 318.0, 18.0], zk91CSVpos, 5693735]
[paragraph, [760.0, 901.0, 318.0, 18.0], zk91CSVpos, 5693735]
[figure-caption, [440.0, 911.0, 268.0, 18.0], uk-8zPsb_f, 5693735]
[figure-caption, [440.0, 929.0, 268.0, 18.0], uk-8zPsb_f, 5693735]
[figure-caption, [440.0, 947.0, 268.0, 18.0], uk-8zPsb_f, 5693735]
[figure-caption, [440.0, 965.0, 268.0, 18.0], uk-8zPsb_f, 5693735]
[figure-caption, [440.0, 983.0, 268.0, 18.0], uk-8zPsb_f, 5693735]
[paragraph, [415.0, 1032.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1050.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1068.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1086.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1104.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1122.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1140.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1158.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[paragraph, [415.0, 1176.0, 325.0, 18.0], D-J1psk6xt, 5693735]
[answer, [73.0, 1055.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1073.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1091.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1109.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1127.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1145.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1163.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1181.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[answer, [73.0, 1199.0, 322.0, 18.0], -6RJSCOTET, 5693735]
[subsub-section-title, [754.0, 1083.0, 251.0, 15.0], 3o9PujBE0M, 5693735]
[paragraph, [760.0, 1118.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1136.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1154.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1172.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1190.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1208.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [760.0, 1226.0, 321.0, 18.0], 6UcrN0Z_8R, 5693735]
[paragraph, [440.0, 1202.0, 231.0, 18.0], 3cQ5zxnBIe, 5693735]
[paragraph, [440.0, 1220.0, 231.0, 18.0], 3cQ5zxnBIe, 5693735]
[paragraph, [440.0, 1238.0, 231.0, 18.0], 3cQ5zxnBIe, 5693735]
