[1625, 1211]
[headline, [125.0, 90.0, 442.0, 37.5], B2HNddRF7O, 5742024]
[paragraph, [61.0, 143.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 179.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 215.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 251.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 287.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 323.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 359.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 395.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 431.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 467.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 503.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 539.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 575.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 611.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 647.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 683.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 719.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 755.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 791.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 827.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [61.0, 863.0, 359.0, 36.0], w5s6L6tDIg, 5742024]
[paragraph, [799.0, 147.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 183.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 219.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 255.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 291.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 327.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 363.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 399.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 435.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 471.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 507.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 543.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 579.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 615.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [799.0, 651.0, 342.0, 36.0], shoonya_0sPFP7RD3BA0HL, 5742024]
[paragraph, [424.0, 152.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 188.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 224.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 260.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 296.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 332.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 368.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 404.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 440.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 476.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 512.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 548.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 584.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [424.0, 620.0, 358.0, 36.0], shoonya_3sRYGAB549WZCO, 5742024]
[paragraph, [429.0, 671.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 707.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 743.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 779.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 815.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 851.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 887.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 923.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 959.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 995.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [429.0, 1031.0, 347.0, 36.0], QCfJgR_LZa, 5742024]
[paragraph, [799.0, 734.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 770.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 806.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 842.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 878.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 914.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 950.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 986.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 1022.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 1058.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 1094.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [799.0, 1130.0, 339.0, 36.0], shoonya_2sEUGFM0GT3KBL, 5742024]
[paragraph, [65.0, 978.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [65.0, 1014.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [65.0, 1050.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [65.0, 1086.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [65.0, 1122.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [65.0, 1158.0, 356.0, 36.0], 0Ud89HGN7U, 5742024]
[paragraph, [427.0, 1100.0, 358.0, 36.0], WYa6zaEQnH, 5742024]
[paragraph, [427.0, 1136.0, 358.0, 36.0], WYa6zaEQnH, 5742024]
[paragraph, [427.0, 1172.0, 358.0, 36.0], WYa6zaEQnH, 5742024]
[paragraph, [427.0, 1235.0, 355.0, 36.0], Vm2iR3d7Pw, 5742024]
[paragraph, [427.0, 1271.0, 355.0, 36.0], Vm2iR3d7Pw, 5742024]
[paragraph, [793.0, 1250.0, 344.0, 36.0], R2nnpTagBV, 5742024]
[paragraph, [793.0, 1286.0, 344.0, 36.0], R2nnpTagBV, 5742024]
[paragraph, [793.0, 1322.0, 344.0, 36.0], R2nnpTagBV, 5742024]
[paragraph, [69.0, 1268.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [69.0, 1304.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [69.0, 1340.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [69.0, 1376.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [69.0, 1412.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [69.0, 1448.0, 349.0, 36.0], GPlx7I0e5Z, 5742024]
[paragraph, [432.0, 1336.0, 350.0, 36.0], tqFFi7YSna, 5742024]
[paragraph, [432.0, 1372.0, 350.0, 36.0], tqFFi7YSna, 5742024]
[paragraph, [432.0, 1408.0, 350.0, 36.0], tqFFi7YSna, 5742024]
[paragraph, [432.0, 1444.0, 350.0, 36.0], tqFFi7YSna, 5742024]
[paragraph, [795.0, 1377.0, 361.0, 36.0], aWiSJTyRgF, 5742024]
[paragraph, [795.0, 1413.0, 361.0, 36.0], aWiSJTyRgF, 5742024]
[paragraph, [795.0, 1449.0, 361.0, 36.0], aWiSJTyRgF, 5742024]
[author, [660.0, 1522.0, 110.0, 36.0], TexOD47vht, 5742024]
