[1200, 825]
[paragraph, [143.0, 108.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [143.0, 126.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [143.0, 144.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [143.0, 162.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [143.0, 180.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [143.0, 198.0, 538.0, 18.0], shoonya_3s57YJ2JQJQI5X, 5690791]
[paragraph, [144.0, 227.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 245.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 263.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 281.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 299.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 317.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 335.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 353.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 371.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 389.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 407.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 425.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 443.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 461.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 479.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 497.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 515.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 533.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 551.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 569.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 587.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 605.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 623.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 641.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [144.0, 659.0, 539.0, 18.0], shoonya_1sZOTAXTZQRUJH, 5690791]
[paragraph, [143.0, 690.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 708.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 726.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 744.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 762.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 780.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 798.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 816.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 834.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 852.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 870.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 888.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 906.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 924.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 942.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 960.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 978.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 996.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 1014.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
[paragraph, [143.0, 1032.0, 539.0, 18.0], shoonya_0s38F3RC33M388, 5690791]
