[2339, 1653]
[paragraph, [235.0, 181.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 217.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 253.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 289.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 325.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 361.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 397.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 433.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 469.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 505.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 541.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 577.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 613.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 649.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 685.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 721.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 757.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 793.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 829.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 865.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 901.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 937.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 973.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1009.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1045.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1081.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1117.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1153.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1189.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1225.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1261.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1297.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1333.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1369.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1405.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1441.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1477.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1513.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1549.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1585.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1621.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1657.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1693.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1729.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1765.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1801.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1837.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1873.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1909.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[paragraph, [235.0, 1945.0, 1181.0, 36.0], shoonya_0sVDVO97CPMPU0, 5753845]
[reference, [243.0, 2093.0, 497.0, 36.0], shoonya_1s9APTNBHKS7RL, 5753845]
