[591, 402]
[chapter-title, [39.0, 127.0, 316.0, 30.0], shoonya_0s4FC64BXGBIMQ, 6496270]
[paragraph, [21.0, 182.0, 358.0, 18.0], S76F61MnGO, 6496270]
[paragraph, [21.0, 200.0, 358.0, 18.0], S76F61MnGO, 6496270]
[paragraph, [21.0, 218.0, 358.0, 18.0], S76F61MnGO, 6496270]
[paragraph, [16.0, 248.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 266.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 284.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 302.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 320.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 338.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 356.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 374.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 392.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 410.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 428.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 446.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 464.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 482.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 500.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
[paragraph, [16.0, 518.0, 360.0, 18.0], XVRk6tbeDc, 6496270]
