[2200, 1700]
[paragraph, [311.0, 72.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 108.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 144.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 180.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 216.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 252.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 288.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 324.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 360.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 396.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 432.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 468.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 504.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 540.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 576.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 612.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 648.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 684.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 720.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [311.0, 756.0, 1089.0, 36.0], shoonya_1sW2YYRBW7EFKJ, 5730806]
[paragraph, [313.0, 811.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 847.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 883.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 919.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 955.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 991.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 1027.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 1063.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [313.0, 1099.0, 1091.0, 36.0], shoonya_3s5VEOTTR8Q8AP, 5730806]
[paragraph, [306.0, 1149.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1185.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1221.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1257.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1293.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1329.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1365.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1401.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1437.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1473.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1509.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1545.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1581.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [306.0, 1617.0, 1098.0, 36.0], shoonya_0s1887DN52FQFX, 5730806]
[paragraph, [308.0, 1655.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1691.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1727.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1763.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1799.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1835.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1871.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[paragraph, [308.0, 1907.0, 1094.0, 36.0], shoonya_2sXWBD4I4NAOB3, 5730806]
[folio, [640.0, 2013.0, 674.0, 36.0], 0Pxuh_rv9Q, 5730806]
