[1220, 768]
[headline, [261.0, 91.0, 405.0, 25.5], DpS1FB-3ZR, 5770038]
[paragraph, [79.0, 151.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 169.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 187.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 205.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 223.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 241.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 259.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 277.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 295.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 313.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 331.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 349.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 367.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 385.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 403.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 421.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 439.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 457.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 475.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 493.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 511.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 529.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 547.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 565.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 583.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 601.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 619.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 637.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 655.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 673.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 691.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 709.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 727.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 745.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 763.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 781.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 799.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 817.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 835.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 853.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 871.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 889.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 907.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 925.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 943.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 961.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 979.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 997.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1015.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1033.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1051.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1069.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1087.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
