[1447, 1063]
[folio, [430.0, 50.0, 227.0, 18.0], deECHIwayY, 5762576]
[folio, [430.0, 68.0, 227.0, 18.0], deECHIwayY, 5762576]
[section-title, [121.0, 131.0, 400.0, 30.0], shoonya_3s7RIZHKU220YX, 5762576]
[section-title, [121.0, 161.0, 400.0, 30.0], shoonya_3s7RIZHKU220YX, 5762576]
[section-title, [121.0, 191.0, 400.0, 30.0], shoonya_3s7RIZHKU220YX, 5762576]
[section-title, [121.0, 221.0, 400.0, 30.0], shoonya_3s7RIZHKU220YX, 5762576]
[paragraph, [90.0, 666.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 684.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 702.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 720.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 738.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 756.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 774.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 792.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 810.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 828.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 846.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 864.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 882.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 900.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 918.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 936.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 954.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 972.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 990.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 1008.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 1026.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [90.0, 1044.0, 433.0, 18.0], shoonya_1sUKK26BETAZ91, 5762576]
[paragraph, [535.0, 667.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 685.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 703.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 721.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 739.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 757.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 775.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 793.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 811.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 829.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 847.0, 435.0, 18.0], JI3KyGMSDp, 5762576]
[paragraph, [535.0, 890.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 908.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 926.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 944.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 962.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 980.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 998.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1016.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1034.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1052.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1070.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1088.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1106.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1124.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [535.0, 1142.0, 436.0, 18.0], shoonya_5sUWBKTCIM5VOF, 5762576]
[paragraph, [91.0, 1089.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
