[1269, 903]
[chapter-title, [371.0, 31.0, 224.0, 30.0], shoonya_0sWDR8LGI7RDPE, 5776708]
[paragraph, [165.0, 72.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 90.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 108.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 126.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 144.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 162.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 180.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 198.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 216.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 234.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 252.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 270.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 288.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 306.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [165.0, 324.0, 672.0, 18.0], j8-zROgzvs, 5776708]
[paragraph, [162.0, 354.0, 676.0, 18.0], bEGL5GSdUr, 5776708]
[paragraph, [162.0, 372.0, 676.0, 18.0], bEGL5GSdUr, 5776708]
[paragraph, [162.0, 390.0, 676.0, 18.0], bEGL5GSdUr, 5776708]
[paragraph, [162.0, 408.0, 676.0, 18.0], bEGL5GSdUr, 5776708]
[paragraph, [159.0, 430.0, 381.0, 18.0], 28uiQSx7uo, 5776708]
[paragraph, [156.0, 458.0, 505.0, 18.0], 5sh-PcAXkx, 5776708]
[paragraph, [157.0, 477.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 495.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 513.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 531.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 549.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 567.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 585.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 603.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 621.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 639.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 657.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 675.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 693.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [157.0, 711.0, 693.0, 18.0], MYggdEBDr6, 5776708]
[paragraph, [156.0, 730.0, 693.0, 18.0], kCv5rWkNaY, 5776708]
[paragraph, [156.0, 748.0, 693.0, 18.0], kCv5rWkNaY, 5776708]
[paragraph, [156.0, 779.0, 686.0, 18.0], t4IiyUG67f, 5776708]
[paragraph, [156.0, 797.0, 686.0, 18.0], t4IiyUG67f, 5776708]
[paragraph, [156.0, 815.0, 686.0, 18.0], t4IiyUG67f, 5776708]
[paragraph, [156.0, 837.0, 684.0, 18.0], FMab9Ejy9t, 5776708]
[paragraph, [156.0, 855.0, 684.0, 18.0], FMab9Ejy9t, 5776708]
[paragraph, [157.0, 887.0, 680.0, 18.0], HiCD5sgyyP, 5776708]
[paragraph, [157.0, 905.0, 680.0, 18.0], HiCD5sgyyP, 5776708]
[paragraph, [157.0, 923.0, 680.0, 18.0], HiCD5sgyyP, 5776708]
[paragraph, [161.0, 959.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
[paragraph, [161.0, 977.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
[paragraph, [161.0, 995.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
[paragraph, [161.0, 1013.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
[paragraph, [161.0, 1031.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
[paragraph, [161.0, 1049.0, 681.0, 18.0], EH6k0gRFTA, 5776708]
