[872, 605]
[section-title, [258.0, 26.0, 86.0, 30.0], QQsa3sgFIC, 6457019]
[folio, [37.0, 37.0, 90.0, 18.0], YsKjyeqEUL, 6457019]
[paragraph, [304.0, 72.0, 254.0, 18.0], AX_vYhpyvQ, 6457019]
[paragraph, [304.0, 90.0, 254.0, 18.0], AX_vYhpyvQ, 6457019]
[paragraph, [36.0, 75.0, 263.0, 18.0], DqJh077XSn, 6457019]
[paragraph, [197.0, 108.0, 78.0, 18.0], z6XW1KomlT, 6457019]
[paragraph, [305.0, 116.0, 258.0, 18.0], vDS2oF29U1, 6457019]
[paragraph, [305.0, 134.0, 258.0, 18.0], vDS2oF29U1, 6457019]
[paragraph, [39.0, 122.0, 114.0, 18.0], 0r9MBI0Ba0, 6457019]
[paragraph, [35.0, 144.0, 268.0, 18.0], Jk7yRAcLJV, 6457019]
[paragraph, [35.0, 162.0, 268.0, 18.0], Jk7yRAcLJV, 6457019]
[paragraph, [35.0, 180.0, 268.0, 18.0], Jk7yRAcLJV, 6457019]
[paragraph, [35.0, 198.0, 268.0, 18.0], Jk7yRAcLJV, 6457019]
[paragraph, [305.0, 153.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 171.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 189.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 207.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 225.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 243.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 261.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 279.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 297.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 315.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [305.0, 333.0, 261.0, 18.0], hrPJuFm4dW, 6457019]
[paragraph, [138.0, 228.0, 165.0, 18.0], 9sygzLtIq9, 6457019]
[paragraph, [36.0, 248.0, 266.0, 18.0], K37KiQDDVZ, 6457019]
[paragraph, [36.0, 266.0, 266.0, 18.0], K37KiQDDVZ, 6457019]
[paragraph, [34.0, 293.0, 266.0, 18.0], IsGTrytru3, 6457019]
[paragraph, [33.0, 313.0, 52.0, 18.0], Xj-VVGJ8i_, 6457019]
[paragraph, [31.0, 323.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 341.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 359.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 377.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 395.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 413.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 431.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 449.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 467.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [31.0, 485.0, 270.0, 18.0], LjOOWedc3S, 6457019]
[paragraph, [307.0, 358.0, 254.0, 18.0], v3mwyyT9yP, 6457019]
[paragraph, [307.0, 376.0, 254.0, 18.0], v3mwyyT9yP, 6457019]
[paragraph, [304.0, 406.0, 205.0, 18.0], 42MJ5u7iBJ, 6457019]
[paragraph, [304.0, 423.0, 145.0, 18.0], 4JHoWxfO1R, 6457019]
[paragraph, [304.0, 448.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 466.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 484.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 502.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 520.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 538.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 556.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 574.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [304.0, 592.0, 262.0, 18.0], szUkUroepK, 6457019]
[paragraph, [37.0, 516.0, 265.0, 18.0], 51pywtgvlY, 6457019]
[paragraph, [37.0, 534.0, 265.0, 18.0], 51pywtgvlY, 6457019]
[paragraph, [49.0, 556.0, 254.0, 18.0], lZzIk7pc7_, 6457019]
[paragraph, [47.0, 577.0, 256.0, 18.0], 0KasQD9wNt, 6457019]
[reference, [38.0, 602.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 620.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 638.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 656.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 674.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 692.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 710.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 728.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 746.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 764.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 782.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 800.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[reference, [38.0, 818.0, 262.0, 18.0], Dy1KBD6WUO, 6457019]
[paragraph, [440.0, 622.0, 105.0, 18.0], R37L3thkOI, 6457019]
[paragraph, [307.0, 638.0, 210.0, 18.0], fj2u6hqPYJ, 6457019]
[paragraph, [302.0, 662.0, 263.0, 18.0], G5eliPZ2xP, 6457019]
[paragraph, [302.0, 680.0, 263.0, 18.0], G5eliPZ2xP, 6457019]
[paragraph, [302.0, 698.0, 263.0, 18.0], G5eliPZ2xP, 6457019]
[reference, [303.0, 725.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
[reference, [303.0, 743.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
[reference, [303.0, 761.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
[reference, [303.0, 779.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
[reference, [303.0, 797.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
[reference, [303.0, 815.0, 263.0, 18.0], Q7C5BwCeGu, 6457019]
