[792, 612]
[paragraph, [225.0, 88.0, 155.0, 18.0], 6bbQ8LHXKU, 6516244]
[paragraph, [409.0, 89.0, 145.0, 18.0], EUr9F504IZ, 6516244]
[paragraph, [50.0, 90.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 108.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 126.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 144.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 162.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 180.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 198.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 216.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 234.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 252.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 270.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 288.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 306.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 324.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 342.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 360.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [50.0, 378.0, 150.0, 18.0], cKbISgIPeZ, 6516244]
[paragraph, [223.0, 121.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [223.0, 139.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [223.0, 157.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [223.0, 175.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [223.0, 193.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [223.0, 211.0, 155.0, 18.0], GSpl-r6Nqg, 6516244]
[paragraph, [406.0, 121.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 139.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 157.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 175.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 193.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 211.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 229.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 247.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 265.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 283.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 301.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 319.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 337.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [406.0, 355.0, 152.0, 18.0], D07v06Y4zT, 6516244]
[paragraph, [227.0, 235.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 253.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 271.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 289.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 307.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 325.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 343.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 361.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 379.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 397.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [227.0, 415.0, 153.0, 18.0], O13ZntDodM, 6516244]
[paragraph, [408.0, 381.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 399.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 417.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 435.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 453.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 471.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 489.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 507.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [408.0, 525.0, 151.0, 18.0], uwn16ulVfD, 6516244]
[paragraph, [51.0, 410.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 428.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 446.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 464.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 482.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 500.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 518.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 536.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 554.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 572.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 590.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 608.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
