[2334, 1650]
[paragraph, [303.0, 97.0, 1166.0, 36.0], shoonya_0sXHJ9GGQCENPU, 5652925]
[paragraph, [303.0, 133.0, 1166.0, 36.0], shoonya_0sXHJ9GGQCENPU, 5652925]
[paragraph, [303.0, 169.0, 1166.0, 36.0], shoonya_0sXHJ9GGQCENPU, 5652925]
[paragraph, [303.0, 205.0, 1166.0, 36.0], shoonya_0sXHJ9GGQCENPU, 5652925]
[paragraph, [303.0, 241.0, 1166.0, 36.0], shoonya_0sXHJ9GGQCENPU, 5652925]
[paragraph, [302.0, 302.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 338.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 374.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 410.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 446.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 482.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 518.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 554.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 590.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 626.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [302.0, 662.0, 1201.0, 36.0], a-v567j3cs, 5652925]
[paragraph, [264.0, 708.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 744.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 780.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 816.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 852.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 888.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 924.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 960.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 996.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1032.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1068.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1104.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1140.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1176.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1212.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [264.0, 1248.0, 1260.0, 36.0], neIBwFfbGl, 5652925]
[paragraph, [88.0, 1291.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1327.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1363.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1399.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1435.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1471.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1507.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1543.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1579.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1615.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1651.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1687.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1723.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1759.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1795.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1831.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1867.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1903.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1939.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 1975.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[paragraph, [88.0, 2011.0, 1466.0, 36.0], zlxcRv30sF, 5652925]
[folio, [344.0, 2099.0, 383.0, 36.0], 5SrVpjHaMk, 5652925]
[folio, [344.0, 2135.0, 383.0, 36.0], 5SrVpjHaMk, 5652925]
