[1650, 1275]
[chapter-title, [248.0, 243.0, 523.0, 58.5], shoonya_4sJKJJUMVCUJ99, 6469692]
[author, [757.0, 363.0, 168.0, 36.0], bferAjA5ap, 6469692]
[paragraph, [79.0, 480.0, 853.0, 36.0], shoonya_0sA0JTQB4HCXIL, 6469692]
[paragraph, [79.0, 516.0, 853.0, 36.0], shoonya_0sA0JTQB4HCXIL, 6469692]
[paragraph, [79.0, 552.0, 853.0, 36.0], shoonya_0sA0JTQB4HCXIL, 6469692]
[paragraph, [79.0, 588.0, 853.0, 36.0], shoonya_0sA0JTQB4HCXIL, 6469692]
[paragraph, [82.0, 636.0, 848.0, 36.0], shoonya_1sI6EO52CKSDHO, 6469692]
[paragraph, [82.0, 672.0, 848.0, 36.0], shoonya_1sI6EO52CKSDHO, 6469692]
[paragraph, [81.0, 737.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 773.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 809.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 845.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 881.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 917.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 953.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 989.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [81.0, 1025.0, 851.0, 36.0], shoonya_2s51P8SD2LCNI1, 6469692]
[paragraph, [83.0, 1095.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1131.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1167.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1203.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1239.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1275.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [83.0, 1311.0, 850.0, 36.0], shoonya_5sQB7X8K6WA9RF, 6469692]
[paragraph, [87.0, 1355.0, 851.0, 36.0], QWaacdGxvK, 6469692]
[paragraph, [87.0, 1391.0, 851.0, 36.0], QWaacdGxvK, 6469692]
[folio, [151.0, 1522.0, 95.0, 36.0], xxLYShnxdQ, 6469692]
