[2067, 1567]
[folio, [1242.0, 195.0, 129.0, 36.0], D1n9pbRYMX, 5736215]
[paragraph, [192.0, 249.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 285.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 321.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 357.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 393.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 429.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [192.0, 465.0, 583.0, 36.0], shoonya_1sJR673IS03UVM, 5736215]
[paragraph, [791.0, 253.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [791.0, 289.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [791.0, 325.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [791.0, 361.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [791.0, 397.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [791.0, 433.0, 579.0, 36.0], shoonya_8s8ASH109IBMFS, 5736215]
[paragraph, [792.0, 473.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 509.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 545.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 581.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 617.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 653.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 689.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 725.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 761.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 797.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 833.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 869.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 905.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 941.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 977.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 1013.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 1049.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 1085.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [792.0, 1121.0, 581.0, 36.0], shoonya_2sNRC7KI68COBX, 5736215]
[paragraph, [193.0, 521.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 557.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 593.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 629.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 665.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 701.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 737.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 773.0, 581.0, 36.0], shoonya_3sVP32Z7COAAXT, 5736215]
[paragraph, [193.0, 828.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 864.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 900.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 936.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 972.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1008.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1044.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1080.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1116.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1152.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1188.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1224.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1260.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1296.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1332.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1368.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1404.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [193.0, 1440.0, 580.0, 36.0], shoonya_0s5IIZICTYXYW2, 5736215]
[paragraph, [794.0, 1185.0, 579.0, 36.0], shoonya_6sGNBSPBTFTTAE, 5736215]
[paragraph, [794.0, 1221.0, 579.0, 36.0], shoonya_6sGNBSPBTFTTAE, 5736215]
[paragraph, [794.0, 1257.0, 579.0, 36.0], shoonya_6sGNBSPBTFTTAE, 5736215]
[author, [1165.0, 1317.0, 205.0, 36.0], shoonya_10s5DQYM4AL8CK, 5736215]
[paragraph, [794.0, 1452.0, 183.0, 36.0], Adk2yulSOM, 5736215]
[sidebar, [22.0, 1464.0, 131.0, 36.0], shoonya_11sOFVTJQTKOPO, 5736215]
[paragraph, [192.0, 1493.0, 581.0, 36.0], shoonya_5s0S2T9E0MRNVU, 5736215]
[paragraph, [192.0, 1529.0, 581.0, 36.0], shoonya_5s0S2T9E0MRNVU, 5736215]
[paragraph, [192.0, 1565.0, 581.0, 36.0], shoonya_5s0S2T9E0MRNVU, 5736215]
[paragraph, [192.0, 1601.0, 581.0, 36.0], shoonya_5s0S2T9E0MRNVU, 5736215]
[paragraph, [791.0, 1546.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1582.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1618.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1654.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1690.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1726.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [791.0, 1762.0, 581.0, 36.0], shoonya_9s1D9A4QEPB4DG, 5736215]
[paragraph, [192.0, 1671.0, 580.0, 36.0], shoonya_4sJBCH3JR4OUMK, 5736215]
[paragraph, [192.0, 1707.0, 580.0, 36.0], shoonya_4sJBCH3JR4OUMK, 5736215]
[paragraph, [192.0, 1743.0, 580.0, 36.0], shoonya_4sJBCH3JR4OUMK, 5736215]
[folio, [1140.0, 1821.0, 231.0, 36.0], shoonya_12sMU2H5ZINL83, 5736215]
