[6000, 4167]
[folio, [1179.0, 614.0, 1732.0, 52.5], shoonya_3sVZPE3433HOI5, 5721275]
[folio, [1179.0, 666.5, 1732.0, 52.5], shoonya_3sVZPE3433HOI5, 5721275]
[folio, [1179.0, 719.0, 1732.0, 52.5], shoonya_3sVZPE3433HOI5, 5721275]
[paragraph, [596.0, 901.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 953.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1006.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1058.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1111.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1163.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1216.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1268.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1321.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1373.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1426.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1478.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1531.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1583.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1636.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1688.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1741.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1793.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1846.0, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[paragraph, [596.0, 1898.5, 2977.0, 52.5], shoonya_0s27M0GL3IMYEM, 5721275]
[chapter-title, [680.0, 2236.0, 2824.0, 165.0], shoonya_1sSI7XP8V4VSLT, 5721275]
[paragraph, [567.0, 2708.0, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 2760.5, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 2813.0, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 2865.5, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 2918.0, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 2970.5, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 3023.0, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [567.0, 3075.5, 3010.0, 52.5], 5FXQTkedQw, 5721275]
[paragraph, [572.0, 3333.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3385.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3438.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3490.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3543.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3595.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3648.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3700.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3753.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3805.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3858.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3910.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 3963.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4015.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4068.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4120.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
