[1372, 849]
[section-title, [333.0, 61.0, 188.0, 30.0], shoonya_2sM8QIKASOJCF9, 5710231]
[paragraph, [69.0, 129.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 147.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 165.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 183.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 201.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 219.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 237.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 255.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 273.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 291.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 309.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 327.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 345.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 363.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 381.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 399.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 417.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 435.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 453.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 471.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 489.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 507.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 525.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 543.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 561.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 579.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 597.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [69.0, 615.0, 702.0, 18.0], shoonya_1sW5EO3IHP5VWC, 5710231]
[paragraph, [71.0, 634.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 652.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 670.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 688.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 706.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 724.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 742.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 760.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 778.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 796.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 814.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 832.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 850.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 868.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 886.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 904.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 922.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 940.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 958.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 976.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 994.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [71.0, 1012.0, 700.0, 18.0], shoonya_0sF0ITPGSVQOM9, 5710231]
[paragraph, [70.0, 1043.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1061.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1079.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1097.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1115.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1133.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1151.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1169.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1187.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1205.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1223.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1241.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1259.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
[paragraph, [70.0, 1277.0, 709.0, 18.0], VQ0VDMWUlS, 5710231]
