[2339, 1653]
[folio, [293.0, 202.0, 204.0, 36.0], grTA6X80J_, 5654975]
[paragraph, [450.0, 310.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 346.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 382.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 418.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 454.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 490.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 526.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 562.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 598.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 634.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[paragraph, [450.0, 670.0, 846.0, 36.0], shoonya_2sG21Z8YQQIJZG, 5654975]
[section-title, [287.0, 760.0, 136.0, 52.5], gfY8g2vFb3, 5654975]
[paragraph, [282.0, 844.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 880.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 916.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 952.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 988.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1024.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1060.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1096.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1132.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1168.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1204.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1240.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1276.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1312.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1348.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1384.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1420.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1456.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1492.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1528.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1564.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1600.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1636.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1672.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1708.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1744.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1780.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1816.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1852.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1888.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1924.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1960.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 1996.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
[paragraph, [282.0, 2032.0, 1082.0, 36.0], shoonya_0sMU26WCCGLJGX, 5654975]
