[542, 329]
[chapter-title, [116.0, 24.0, 97.0, 30.0], my2BHQKQGF, 5700809]
[chapter-title, [116.0, 54.0, 97.0, 30.0], my2BHQKQGF, 5700809]
[paragraph, [38.0, 142.0, 285.0, 18.0], 2qoIq2deOJ, 5700809]
[paragraph, [67.0, 159.0, 259.0, 18.0], NAhjU3nY7J, 5700809]
[paragraph, [67.0, 177.0, 259.0, 18.0], NAhjU3nY7J, 5700809]
[sidebar, [11.0, 167.0, 53.0, 18.0], shoonya_0sZD86R4K2X5X4, 5700809]
[sidebar, [11.0, 185.0, 53.0, 18.0], shoonya_0sZD86R4K2X5X4, 5700809]
[paragraph, [5.0, 210.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 228.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 246.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 264.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 282.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 300.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 318.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 336.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 354.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 372.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 390.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 408.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 426.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 444.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 462.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 480.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
[paragraph, [5.0, 498.0, 319.0, 18.0], YUjV3hMoSg, 5700809]
